layer_name,input,kv_cache,tp_size,latency(ns)
embedding,1,0,2,2849
input_layernorm,1,0,2,17915
q_proj,1,0,2,27437
k_proj,1,0,2,8400
v_proj,1,0,2,8456
rope,1,0,2,26219
attn,1,0,2,5572
o_proj,1,0,2,24378
post_layernorm,1,0,2,18973
gate_proj,1,0,2,80546
up_proj,1,0,2,77390
act_fn,1,0,2,4493
down_proj,1,0,2,77197
final_layernorm,1,0,2,18813
lm_head,1,0,2,358679
embedding,2,0,2,3516
input_layernorm,2,0,2,20818
q_proj,2,0,2,27638
k_proj,2,0,2,8406
v_proj,2,0,2,8318
rope,2,0,2,29769
attn,2,0,2,9271
o_proj,2,0,2,24771
post_layernorm,2,0,2,21277
gate_proj,2,0,2,80785
up_proj,2,0,2,77030
act_fn,2,0,2,4519
down_proj,2,0,2,77014
final_layernorm,2,0,2,20924
lm_head,2,0,2,359159
embedding,3,0,2,4199
input_layernorm,3,0,2,20743
q_proj,3,0,2,27715
k_proj,3,0,2,8447
v_proj,3,0,2,8347
rope,3,0,2,30444
attn,3,0,2,9241
o_proj,3,0,2,25076
post_layernorm,3,0,2,21093
gate_proj,3,0,2,79497
up_proj,3,0,2,76939
act_fn,3,0,2,4507
down_proj,3,0,2,77439
final_layernorm,3,0,2,21150
lm_head,3,0,2,359333
embedding,4,0,2,4768
input_layernorm,4,0,2,21028
q_proj,4,0,2,27891
k_proj,4,0,2,8450
v_proj,4,0,2,8375
rope,4,0,2,31081
attn,4,0,2,9296
o_proj,4,0,2,25208
post_layernorm,4,0,2,21297
gate_proj,4,0,2,79795
up_proj,4,0,2,77025
act_fn,4,0,2,4586
down_proj,4,0,2,77269
final_layernorm,4,0,2,21149
lm_head,4,0,2,359444
embedding,5,0,2,5550
input_layernorm,5,0,2,21062
q_proj,5,0,2,28416
k_proj,5,0,2,8445
v_proj,5,0,2,8412
rope,5,0,2,30751
attn,5,0,2,9251
o_proj,5,0,2,25369
post_layernorm,5,0,2,21482
gate_proj,5,0,2,80794
up_proj,5,0,2,77071
act_fn,5,0,2,4613
down_proj,5,0,2,77195
final_layernorm,5,0,2,21450
lm_head,5,0,2,359194
embedding,6,0,2,6016
input_layernorm,6,0,2,20995
q_proj,6,0,2,28340
k_proj,6,0,2,8495
v_proj,6,0,2,8404
rope,6,0,2,30824
attn,6,0,2,9294
o_proj,6,0,2,25455
post_layernorm,6,0,2,21591
gate_proj,6,0,2,80876
up_proj,6,0,2,77209
act_fn,6,0,2,4660
down_proj,6,0,2,77178
final_layernorm,6,0,2,21467
lm_head,6,0,2,359201
embedding,7,0,2,6596
input_layernorm,7,0,2,20971
q_proj,7,0,2,28407
k_proj,7,0,2,8525
v_proj,7,0,2,8396
rope,7,0,2,30924
attn,7,0,2,9263
o_proj,7,0,2,25331
post_layernorm,7,0,2,21461
gate_proj,7,0,2,80910
up_proj,7,0,2,77266
act_fn,7,0,2,4658
down_proj,7,0,2,77267
final_layernorm,7,0,2,21382
lm_head,7,0,2,359683
embedding,8,0,2,7206
input_layernorm,8,0,2,21276
q_proj,8,0,2,28248
k_proj,8,0,2,8434
v_proj,8,0,2,8339
rope,8,0,2,31051
attn,8,0,2,9389
o_proj,8,0,2,25301
post_layernorm,8,0,2,21181
gate_proj,8,0,2,80980
up_proj,8,0,2,77278
act_fn,8,0,2,4716
down_proj,8,0,2,77516
final_layernorm,8,0,2,21228
lm_head,8,0,2,359494
embedding,9,0,2,7856
input_layernorm,9,0,2,21366
q_proj,9,0,2,28667
k_proj,9,0,2,8450
v_proj,9,0,2,8237
rope,9,0,2,30959
attn,9,0,2,9265
o_proj,9,0,2,25164
post_layernorm,9,0,2,21632
gate_proj,9,0,2,78144
up_proj,9,0,2,77667
act_fn,9,0,2,4782
down_proj,9,0,2,77484
final_layernorm,9,0,2,21614
lm_head,9,0,2,359858
embedding,10,0,2,8597
input_layernorm,10,0,2,21573
q_proj,10,0,2,28744
k_proj,10,0,2,8476
v_proj,10,0,2,8186
rope,10,0,2,31875
attn,10,0,2,9288
o_proj,10,0,2,25289
post_layernorm,10,0,2,21871
gate_proj,10,0,2,78842
up_proj,10,0,2,77667
act_fn,10,0,2,4850
down_proj,10,0,2,77480
final_layernorm,10,0,2,21967
lm_head,10,0,2,361930
embedding,11,0,2,9275
input_layernorm,11,0,2,21535
q_proj,11,0,2,28724
k_proj,11,0,2,8493
v_proj,11,0,2,8221
rope,11,0,2,31852
attn,11,0,2,9226
o_proj,11,0,2,25292
post_layernorm,11,0,2,21657
gate_proj,11,0,2,81438
up_proj,11,0,2,77614
act_fn,11,0,2,4803
down_proj,11,0,2,77714
final_layernorm,11,0,2,21720
lm_head,11,0,2,360750
embedding,12,0,2,9821
input_layernorm,12,0,2,21561
q_proj,12,0,2,28845
k_proj,12,0,2,8460
v_proj,12,0,2,8204
rope,12,0,2,32330
attn,12,0,2,9268
o_proj,12,0,2,25348
post_layernorm,12,0,2,21780
gate_proj,12,0,2,81317
up_proj,12,0,2,77685
act_fn,12,0,2,4873
down_proj,12,0,2,77683
final_layernorm,12,0,2,21831
lm_head,12,0,2,360204
embedding,13,0,2,10595
input_layernorm,13,0,2,21394
q_proj,13,0,2,28935
k_proj,13,0,2,8539
v_proj,13,0,2,8252
rope,13,0,2,32126
attn,13,0,2,9363
o_proj,13,0,2,25421
post_layernorm,13,0,2,21837
gate_proj,13,0,2,81459
up_proj,13,0,2,77643
act_fn,13,0,2,4856
down_proj,13,0,2,77728
final_layernorm,13,0,2,21934
lm_head,13,0,2,358947
embedding,14,0,2,11280
input_layernorm,14,0,2,21666
q_proj,14,0,2,28838
k_proj,14,0,2,8487
v_proj,14,0,2,8219
rope,14,0,2,32403
attn,14,0,2,9285
o_proj,14,0,2,25426
post_layernorm,14,0,2,21829
gate_proj,14,0,2,81537
up_proj,14,0,2,77797
act_fn,14,0,2,4858
down_proj,14,0,2,77844
final_layernorm,14,0,2,21989
lm_head,14,0,2,359871
embedding,15,0,2,11659
input_layernorm,15,0,2,21551
q_proj,15,0,2,29229
k_proj,15,0,2,8551
v_proj,15,0,2,8256
rope,15,0,2,32280
attn,15,0,2,9320
o_proj,15,0,2,25469
post_layernorm,15,0,2,21651
gate_proj,15,0,2,81877
up_proj,15,0,2,77740
act_fn,15,0,2,4987
down_proj,15,0,2,77719
final_layernorm,15,0,2,21791
