time_stats.attn_prefill.min,time_stats.attn_prefill.max,time_stats.attn_prefill.mean,time_stats.attn_prefill.median,time_stats.attn_prefill.std,time_stats.attn_decode.min,time_stats.attn_decode.max,time_stats.attn_decode.mean,time_stats.attn_decode.median,time_stats.attn_decode.std,n_embd,n_q_head,n_kv_head,num_tensor_parallel_workers,max_model_len,batch_size,prefill_chunk_size,kv_cache_size,is_prefill,attention_backend
0.004288,0.0048,0.00433344,0.00432,7.129324231650567e-05,,,,,,4096,32,8,2,131072,1,32,32,True,FLASH_ATTENTION
0.005824,0.005888,0.0058477799999999995,0.005856,1.5361367126658973e-05,,,,,,4096,32,8,2,131072,1,32,64,True,FLASH_ATTENTION
0.007328,0.007392,0.007363219999999999,0.00736,1.5996612141325382e-05,,,,,,4096,32,8,2,131072,1,32,96,True,FLASH_ATTENTION
0.008864,0.008928,0.008896040000000001,0.008896000000000001,1.6899656801248932e-05,,,,,,4096,32,8,2,131072,1,32,128,True,FLASH_ATTENTION
0.010398999999999999,0.010464000000000001,0.010426819999999998,0.010432,1.4757628535777478e-05,,,,,,4096,32,8,2,131072,1,32,160,True,FLASH_ATTENTION
0.011935000000000001,0.011969,0.011950099999999998,0.011936,1.590880259478964e-05,,,,,,4096,32,8,2,131072,1,32,192,True,FLASH_ATTENTION
0.01344,0.013504,0.013472760000000002,0.013472,1.4908467392726764e-05,,,,,,4096,32,8,2,131072,1,32,224,True,FLASH_ATTENTION
0.014976000000000001,0.01504,0.014996559999999999,0.015007999999999999,1.6697496818384626e-05,,,,,,4096,32,8,2,131072,1,32,256,True,FLASH_ATTENTION
0.01648,0.016545,0.01650696,0.016512000000000002,1.4849861952220306e-05,,,,,,4096,32,8,2,131072,1,32,288,True,FLASH_ATTENTION
0.018015999999999997,0.018049,0.018035979999999997,0.018047999999999998,1.548094312372506e-05,,,,,,4096,32,8,2,131072,1,32,320,True,FLASH_ATTENTION
0.019518999999999998,0.019584,0.019546860000000003,0.019552,1.6138165942882503e-05,,,,,,4096,32,8,2,131072,1,32,352,True,FLASH_ATTENTION
0.021024,0.021089,0.021070159999999998,0.021057,1.7100128654487317e-05,,,,,,4096,32,8,2,131072,1,32,384,True,FLASH_ATTENTION
0.02256,0.022625,0.02257556,0.022561,1.7232713077167067e-05,,,,,,4096,32,8,2,131072,1,32,416,True,FLASH_ATTENTION
0.024064000000000002,0.024129,0.024104439999999994,0.024096,1.6721435345089345e-05,,,,,,4096,32,8,2,131072,1,32,448,True,FLASH_ATTENTION
0.025568,0.025633,0.025604100000000005,0.0256,1.518189711465639e-05,,,,,,4096,32,8,2,131072,1,32,480,True,FLASH_ATTENTION
0.027072,0.027137,0.02710992,0.027104,1.6580518689112637e-05,,,,,,4096,32,8,2,131072,1,32,512,True,FLASH_ATTENTION
0.028576,0.028672,0.028621660000000004,0.028609000000000002,1.8187479209609983e-05,,,,,,4096,32,8,2,131072,1,32,544,True,FLASH_ATTENTION
0.03008,0.030177,0.03013696,0.030144,2.246860921374487e-05,,,,,,4096,32,8,2,131072,1,32,576,True,FLASH_ATTENTION
0.031648,0.031681,0.03166612,0.03168,1.5905521054022667e-05,,,,,,4096,32,8,2,131072,1,32,608,True,FLASH_ATTENTION
0.03312,0.033216,0.033159320000000006,0.033152,1.950942336410826e-05,,,,,,4096,32,8,2,131072,1,32,640,True,FLASH_ATTENTION
0.034624,0.034689,0.0346601,0.034656,1.760255663248991e-05,,,,,,4096,32,8,2,131072,1,32,672,True,FLASH_ATTENTION
0.036128,0.036192999999999996,0.03615686,0.03616,1.4726859814637182e-05,,,,,,4096,32,8,2,131072,1,32,704,True,FLASH_ATTENTION
0.037632,0.037696,0.037671760000000006,0.037664,1.635916868303497e-05,,,,,,4096,32,8,2,131072,1,32,736,True,FLASH_ATTENTION
0.039168,0.039233,0.0392004,0.039200000000000006,1.821428011204369e-05,,,,,,4096,32,8,2,131072,1,32,768,True,FLASH_ATTENTION
0.040672,0.040737,0.04070614000000001,0.040704000000000004,1.6223452160375934e-05,,,,,,4096,32,8,2,131072,1,32,800,True,FLASH_ATTENTION
0.042143,0.042209,0.042186339999999996,0.042176000000000005,1.637877895326685e-05,,,,,,4096,32,8,2,131072,1,32,832,True,FLASH_ATTENTION
0.043680000000000004,0.043745,0.04371546,0.043712,1.8342529814612845e-05,,,,,,4096,32,8,2,131072,1,32,864,True,FLASH_ATTENTION
0.045153,0.045249000000000004,0.04520709999999999,0.045216,2.021410398706889e-05,,,,,,4096,32,8,2,131072,1,32,896,True,FLASH_ATTENTION
0.046656,0.046753,0.0467157,0.04672,2.301151885469532e-05,,,,,,4096,32,8,2,131072,1,32,928,True,FLASH_ATTENTION
0.048192,0.048257,0.048216079999999994,0.048223999999999996,1.897560539218744e-05,,,,,,4096,32,8,2,131072,1,32,960,True,FLASH_ATTENTION
0.049696,0.04976,0.0497243,0.049728,1.7651345557775954e-05,,,,,,4096,32,8,2,131072,1,32,992,True,FLASH_ATTENTION
0.0512,0.051296,0.05123848,0.051232,1.690590429406353e-05,,,,,,4096,32,8,2,131072,1,32,1024,True,FLASH_ATTENTION
0.052704,0.052768999999999996,0.05274571999999999,0.052736,1.835760332941188e-05,,,,,,4096,32,8,2,131072,1,32,1056,True,FLASH_ATTENTION
0.054208,0.054304000000000005,0.0542616,0.0542715,2.0696859665176494e-05,,,,,,4096,32,8,2,131072,1,32,1088,True,FLASH_ATTENTION
