layer_name,input,kv_cache,tp_size,latency(ns)
embedding,1,0,2,2586
input_layernorm,1,0,2,16453
q_proj,1,0,2,28596
k_proj,1,0,2,8682
v_proj,1,0,2,8409
rope,1,0,2,23295
attn,1,0,2,5283
o_proj,1,0,2,26937
post_layernorm,1,0,2,17272
gate_proj,1,0,2,83078
up_proj,1,0,2,83185
act_fn,1,0,2,4084
down_proj,1,0,2,83987
final_layernorm,1,0,2,16699
lm_head,1,0,2,744893
embedding,2,0,2,3134
input_layernorm,2,0,2,18771
q_proj,2,0,2,31700
k_proj,2,0,2,11586
v_proj,2,0,2,11028
rope,2,0,2,27020
attn,2,0,2,4951
o_proj,2,0,2,26443
post_layernorm,2,0,2,19733
gate_proj,2,0,2,87450
up_proj,2,0,2,86610
act_fn,2,0,2,3625
down_proj,2,0,2,84336
final_layernorm,2,0,2,19500
lm_head,2,0,2,747369
embedding,3,0,2,3618
input_layernorm,3,0,2,18707
q_proj,3,0,2,32072
k_proj,3,0,2,11537
v_proj,3,0,2,11030
rope,3,0,2,27053
attn,3,0,2,4943
o_proj,3,0,2,26282
post_layernorm,3,0,2,19803
gate_proj,3,0,2,87598
up_proj,3,0,2,86792
act_fn,3,0,2,3536
down_proj,3,0,2,84834
final_layernorm,3,0,2,19585
lm_head,3,0,2,749440
embedding,4,0,2,4158
input_layernorm,4,0,2,19430
q_proj,4,0,2,32334
k_proj,4,0,2,11580
v_proj,4,0,2,11038
rope,4,0,2,27830
attn,4,0,2,4941
o_proj,4,0,2,26515
post_layernorm,4,0,2,20383
gate_proj,4,0,2,87640
up_proj,4,0,2,87096
act_fn,4,0,2,3577
down_proj,4,0,2,84863
final_layernorm,4,0,2,20226
lm_head,4,0,2,750918
embedding,5,0,2,4803
input_layernorm,5,0,2,19444
q_proj,5,0,2,32650
k_proj,5,0,2,11597
v_proj,5,0,2,11033
rope,5,0,2,27228
attn,5,0,2,4966
o_proj,5,0,2,26430
post_layernorm,5,0,2,20359
gate_proj,5,0,2,87816
up_proj,5,0,2,87158
act_fn,5,0,2,3739
down_proj,5,0,2,85100
final_layernorm,5,0,2,20249
lm_head,5,0,2,752245
embedding,6,0,2,5253
input_layernorm,6,0,2,19590
q_proj,6,0,2,32894
k_proj,6,0,2,11604
v_proj,6,0,2,11067
rope,6,0,2,27512
attn,6,0,2,4968
o_proj,6,0,2,26501
post_layernorm,6,0,2,20579
gate_proj,6,0,2,88191
up_proj,6,0,2,87130
act_fn,6,0,2,3781
down_proj,6,0,2,85001
final_layernorm,6,0,2,20462
lm_head,6,0,2,753802
embedding,7,0,2,5731
input_layernorm,7,0,2,19639
q_proj,7,0,2,33230
k_proj,7,0,2,11614
v_proj,7,0,2,11073
rope,7,0,2,27299
attn,7,0,2,4969
o_proj,7,0,2,26489
post_layernorm,7,0,2,20594
gate_proj,7,0,2,88160
up_proj,7,0,2,87284
act_fn,7,0,2,3865
down_proj,7,0,2,84970
final_layernorm,7,0,2,20485
lm_head,7,0,2,754797
embedding,8,0,2,6313
input_layernorm,8,0,2,21053
q_proj,8,0,2,33381
k_proj,8,0,2,11680
v_proj,8,0,2,11094
rope,8,0,2,27886
attn,8,0,2,4965
o_proj,8,0,2,26605
post_layernorm,8,0,2,21606
gate_proj,8,0,2,88330
up_proj,8,0,2,87503
act_fn,8,0,2,3861
down_proj,8,0,2,85436
final_layernorm,8,0,2,21491
lm_head,8,0,2,756493
