layer_name,input,kv_cache,tp_size,latency(ns)
embedding,1,0,1,2915
input_layernorm,1,0,1,17701
q_proj,1,0,1,16078
k_proj,1,0,1,8275
v_proj,1,0,1,8065
rope,1,0,1,26853
attn,1,0,1,5810
o_proj,1,0,1,15995
post_layernorm,1,0,1,17120
gate_proj,1,0,1,41769
up_proj,1,0,1,39978
act_fn,1,0,1,4179
down_proj,1,0,1,42647
final_layernorm,1,0,1,18363
lm_head,1,0,1,366336
embedding,2,0,1,3490
input_layernorm,2,0,1,20284
q_proj,2,0,1,16383
k_proj,2,0,1,8313
v_proj,2,0,1,8066
rope,2,0,1,30448
attn,2,0,1,9185
o_proj,2,0,1,16324
post_layernorm,2,0,1,19660
gate_proj,2,0,1,41969
up_proj,2,0,1,39847
act_fn,2,0,1,4361
down_proj,2,0,1,42710
final_layernorm,2,0,1,21018
lm_head,2,0,1,364702
embedding,3,0,1,4116
input_layernorm,3,0,1,20384
q_proj,3,0,1,16445
k_proj,3,0,1,8341
v_proj,3,0,1,8072
rope,3,0,1,30487
attn,3,0,1,9257
o_proj,3,0,1,16338
post_layernorm,3,0,1,19917
gate_proj,3,0,1,41152
up_proj,3,0,1,39801
act_fn,3,0,1,4342
down_proj,3,0,1,42934
final_layernorm,3,0,1,20862
lm_head,3,0,1,363702
embedding,4,0,1,4676
input_layernorm,4,0,1,21039
q_proj,4,0,1,16354
k_proj,4,0,1,8352
v_proj,4,0,1,8094
rope,4,0,1,31076
attn,4,0,1,9193
o_proj,4,0,1,16354
post_layernorm,4,0,1,20549
gate_proj,4,0,1,42078
up_proj,4,0,1,40169
act_fn,4,0,1,4367
down_proj,4,0,1,43084
final_layernorm,4,0,1,21589
lm_head,4,0,1,362236
embedding,5,0,1,5416
input_layernorm,5,0,1,21378
q_proj,5,0,1,16529
k_proj,5,0,1,8328
v_proj,5,0,1,8126
rope,5,0,1,30727
attn,5,0,1,9305
o_proj,5,0,1,16356
post_layernorm,5,0,1,20943
gate_proj,5,0,1,42037
up_proj,5,0,1,40199
act_fn,5,0,1,4487
down_proj,5,0,1,43537
final_layernorm,5,0,1,21988
lm_head,5,0,1,362194
embedding,6,0,1,5931
input_layernorm,6,0,1,21438
q_proj,6,0,1,16608
k_proj,6,0,1,8390
v_proj,6,0,1,8111
rope,6,0,1,31552
attn,6,0,1,9180
o_proj,6,0,1,16499
post_layernorm,6,0,1,20986
gate_proj,6,0,1,42312
up_proj,6,0,1,40157
act_fn,6,0,1,4396
down_proj,6,0,1,43414
final_layernorm,6,0,1,21826
lm_head,6,0,1,365066
embedding,7,0,1,6679
input_layernorm,7,0,1,21700
q_proj,7,0,1,16739
k_proj,7,0,1,8364
v_proj,7,0,1,8178
rope,7,0,1,31863
attn,7,0,1,9212
o_proj,7,0,1,16482
post_layernorm,7,0,1,20801
gate_proj,7,0,1,42366
up_proj,7,0,1,40279
act_fn,7,0,1,4481
down_proj,7,0,1,43381
final_layernorm,7,0,1,21874
lm_head,7,0,1,365025
embedding,8,0,1,7116
input_layernorm,8,0,1,23563
q_proj,8,0,1,14131
k_proj,8,0,1,8415
v_proj,8,0,1,8104
rope,8,0,1,32166
attn,8,0,1,9185
o_proj,8,0,1,13772
post_layernorm,8,0,1,22616
gate_proj,8,0,1,42219
up_proj,8,0,1,40301
act_fn,8,0,1,4548
down_proj,8,0,1,43583
final_layernorm,8,0,1,23481
lm_head,8,0,1,362457
embedding,9,0,1,7935
input_layernorm,9,0,1,23100
q_proj,9,0,1,16922
k_proj,9,0,1,8885
v_proj,9,0,1,8551
rope,9,0,1,32343
attn,9,0,1,9116
o_proj,9,0,1,16290
post_layernorm,9,0,1,22478
gate_proj,9,0,1,41754
up_proj,9,0,1,40315
act_fn,9,0,1,4589
down_proj,9,0,1,44022
final_layernorm,9,0,1,23449
lm_head,9,0,1,363573
embedding,10,0,1,8527
input_layernorm,10,0,1,23373
q_proj,10,0,1,16878
k_proj,10,0,1,8886
v_proj,10,0,1,8541
rope,10,0,1,32376
attn,10,0,1,9224
o_proj,10,0,1,16498
post_layernorm,10,0,1,22878
gate_proj,10,0,1,41799
up_proj,10,0,1,40639
act_fn,10,0,1,4655
down_proj,10,0,1,44255
final_layernorm,10,0,1,24017
lm_head,10,0,1,362297
embedding,11,0,1,9017
input_layernorm,11,0,1,23409
q_proj,11,0,1,16876
k_proj,11,0,1,8923
v_proj,11,0,1,8533
rope,11,0,1,33103
attn,11,0,1,9139
o_proj,11,0,1,16540
post_layernorm,11,0,1,22968
gate_proj,11,0,1,41691
up_proj,11,0,1,40370
act_fn,11,0,1,4648
down_proj,11,0,1,44268
final_layernorm,11,0,1,23944
lm_head,11,0,1,362603
embedding,12,0,1,9571
input_layernorm,12,0,1,23551
q_proj,12,0,1,16946
k_proj,12,0,1,8880
v_proj,12,0,1,8554
rope,12,0,1,33149
attn,12,0,1,9153
o_proj,12,0,1,16470
post_layernorm,12,0,1,23137
gate_proj,12,0,1,42645
up_proj,12,0,1,40488
act_fn,12,0,1,4709
down_proj,12,0,1,44237
final_layernorm,12,0,1,23982
lm_head,12,0,1,362643
embedding,13,0,1,10436
input_layernorm,13,0,1,23711
q_proj,13,0,1,16991
k_proj,13,0,1,8901
v_proj,13,0,1,8520
rope,13,0,1,32887
attn,13,0,1,9228
o_proj,13,0,1,16485
post_layernorm,13,0,1,22956
gate_proj,13,0,1,43031
up_proj,13,0,1,40519
act_fn,13,0,1,4716
down_proj,13,0,1,44416
final_layernorm,13,0,1,23836
lm_head,13,0,1,363341
embedding,14,0,1,11170
input_layernorm,14,0,1,23631
q_proj,14,0,1,16941
k_proj,14,0,1,8942
v_proj,14,0,1,8515
rope,14,0,1,32520
attn,14,0,1,9182
o_proj,14,0,1,16573
post_layernorm,14,0,1,23104
gate_proj,14,0,1,41802
up_proj,14,0,1,40697
act_fn,14,0,1,4720
down_proj,14,0,1,44351
final_layernorm,14,0,1,24179
lm_head,14,0,1,363065
embedding,15,0,1,11880
input_layernorm,15,0,1,23552
q_proj,15,0,1,17072
k_proj,15,0,1,8957
v_proj,15,0,1,8519
rope,15,0,1,32871
attn,15,0,1,9244
o_proj,15,0,1,16616
post_layernorm,15,0,1,23150
gate_proj,15,0,1,41812
up_proj,15,0,1,40814
act_fn,15,0,1,4708
down_proj,15,0,1,44509
final_layernorm,15,0,1,23839
lm_head,15,0,1,364558
embedding,16,0,1,12280
input_layernorm,16,0,1,27402
q_proj,16,0,1,17048
k_proj,16,0,1,8566
v_proj,16,0,1,8179
rope,16,0,1,33234
attn,16,0,1,9180
o_proj,16,0,1,16586
post_layernorm,16,0,1,26701
gate_proj,16,0,1,42913
up_proj,16,0,1,40777
act_fn,16,0,1,4710
down_proj,16,0,1,44511
final_layernorm,16,0,1,27277
lm_head,16,0,1,363251
embedding,17,0,1,3577
input_layernorm,17,0,1,27512
q_proj,17,0,1,14712
k_proj,17,0,1,8723
v_proj,17,0,1,8346
rope,17,0,1,33105
attn,17,0,1,9121
o_proj,17,0,1,13848
post_layernorm,17,0,1,27056
gate_proj,17,0,1,41864
up_proj,17,0,1,41345
act_fn,17,0,1,4442
down_proj,17,0,1,44815
final_layernorm,17,0,1,27764
lm_head,17,0,1,365011
embedding,18,0,1,3577
input_layernorm,18,0,1,26915
q_proj,18,0,1,14672
k_proj,18,0,1,8720
v_proj,18,0,1,8409
rope,18,0,1,33234
attn,18,0,1,9300
o_proj,18,0,1,13947
post_layernorm,18,0,1,27065
gate_proj,18,0,1,42199
up_proj,18,0,1,41559
act_fn,18,0,1,4471
down_proj,18,0,1,44853
final_layernorm,18,0,1,27709
lm_head,18,0,1,365295
embedding,19,0,1,3578
input_layernorm,19,0,1,27086
q_proj,19,0,1,14760
k_proj,19,0,1,8761
v_proj,19,0,1,8377
rope,19,0,1,33317
attn,19,0,1,9213
o_proj,19,0,1,13887
post_layernorm,19,0,1,26806
gate_proj,19,0,1,42100
up_proj,19,0,1,41543
act_fn,19,0,1,4476
down_proj,19,0,1,44794
final_layernorm,19,0,1,27545
lm_head,19,0,1,365351
embedding,20,0,1,3598
input_layernorm,20,0,1,27706
q_proj,20,0,1,14742
k_proj,20,0,1,8737
v_proj,20,0,1,8362
rope,20,0,1,33176
attn,20,0,1,9223
o_proj,20,0,1,13888
post_layernorm,20,0,1,27680
gate_proj,20,0,1,42201
up_proj,20,0,1,41664
act_fn,20,0,1,4483
down_proj,20,0,1,45088
final_layernorm,20,0,1,27779
lm_head,20,0,1,366000
embedding,21,0,1,3605
input_layernorm,21,0,1,27896
q_proj,21,0,1,14728
k_proj,21,0,1,8822
v_proj,21,0,1,8378
rope,21,0,1,33271
attn,21,0,1,9237
o_proj,21,0,1,14034
post_layernorm,21,0,1,26965
gate_proj,21,0,1,42256
up_proj,21,0,1,41783
act_fn,21,0,1,4476
down_proj,21,0,1,44991
final_layernorm,21,0,1,28307
lm_head,21,0,1,365699
embedding,22,0,1,3658
input_layernorm,22,0,1,27280
q_proj,22,0,1,14819
k_proj,22,0,1,8794
v_proj,22,0,1,8442
rope,22,0,1,33616
attn,22,0,1,9243
o_proj,22,0,1,14010
post_layernorm,22,0,1,26617
gate_proj,22,0,1,42222
up_proj,22,0,1,41643
act_fn,22,0,1,4505
down_proj,22,0,1,45080
final_layernorm,22,0,1,27531
lm_head,22,0,1,366267
embedding,23,0,1,3682
input_layernorm,23,0,1,27389
q_proj,23,0,1,14801
k_proj,23,0,1,8816
v_proj,23,0,1,8346
rope,23,0,1,33783
attn,23,0,1,9167
o_proj,23,0,1,14038
post_layernorm,23,0,1,27554
gate_proj,23,0,1,42193
up_proj,23,0,1,41672
act_fn,23,0,1,4550
down_proj,23,0,1,45013
final_layernorm,23,0,1,28049
lm_head,23,0,1,366591
embedding,24,0,1,3700
input_layernorm,24,0,1,27148
q_proj,24,0,1,14775
k_proj,24,0,1,8782
v_proj,24,0,1,8376
rope,24,0,1,33714
attn,24,0,1,9184
o_proj,24,0,1,14067
post_layernorm,24,0,1,27177
gate_proj,24,0,1,42342
up_proj,24,0,1,41787
act_fn,24,0,1,4542
down_proj,24,0,1,45174
final_layernorm,24,0,1,27601
lm_head,24,0,1,366962
embedding,25,0,1,3730
input_layernorm,25,0,1,27238
q_proj,25,0,1,15075
k_proj,25,0,1,9153
v_proj,25,0,1,8658
rope,25,0,1,33385
attn,25,0,1,9160
o_proj,25,0,1,14136
post_layernorm,25,0,1,27674
gate_proj,25,0,1,42454
up_proj,25,0,1,41593
act_fn,25,0,1,4655
down_proj,25,0,1,45255
final_layernorm,25,0,1,28116
lm_head,25,0,1,366583
embedding,26,0,1,3692
input_layernorm,26,0,1,27257
q_proj,26,0,1,15124
k_proj,26,0,1,9191
v_proj,26,0,1,8575
rope,26,0,1,33526
attn,26,0,1,9226
o_proj,26,0,1,14278
post_layernorm,26,0,1,26968
gate_proj,26,0,1,42540
up_proj,26,0,1,41730
act_fn,26,0,1,4633
down_proj,26,0,1,45513
final_layernorm,26,0,1,27616
lm_head,26,0,1,366546
embedding,27,0,1,3738
input_layernorm,27,0,1,27337
q_proj,27,0,1,15035
k_proj,27,0,1,9190
v_proj,27,0,1,8581
rope,27,0,1,33639
attn,27,0,1,9237
o_proj,27,0,1,14253
post_layernorm,27,0,1,27055
gate_proj,27,0,1,42489
up_proj,27,0,1,41626
act_fn,27,0,1,4697
down_proj,27,0,1,45231
final_layernorm,27,0,1,27754
lm_head,27,0,1,366715
embedding,28,0,1,3818
input_layernorm,28,0,1,27572
q_proj,28,0,1,15141
k_proj,28,0,1,9183
v_proj,28,0,1,8612
rope,28,0,1,33662
attn,28,0,1,9217
o_proj,28,0,1,14346
post_layernorm,28,0,1,27276
gate_proj,28,0,1,42697
up_proj,28,0,1,41747
act_fn,28,0,1,4640
down_proj,28,0,1,45510
final_layernorm,28,0,1,28006
lm_head,28,0,1,366959
embedding,29,0,1,3776
input_layernorm,29,0,1,27682
q_proj,29,0,1,15121
k_proj,29,0,1,9189
v_proj,29,0,1,8614
