time_stats.attn_prefill.min,time_stats.attn_prefill.max,time_stats.attn_prefill.mean,time_stats.attn_prefill.median,time_stats.attn_prefill.std,time_stats.attn_decode.min,time_stats.attn_decode.max,time_stats.attn_decode.mean,time_stats.attn_decode.median,time_stats.attn_decode.std,n_embd,n_q_head,n_kv_head,num_tensor_parallel_workers,max_model_len,batch_size,prefill_chunk_size,kv_cache_size,is_prefill,attention_backend
0.005248,0.0056,0.00531124,0.005312000000000001,4.768838852383256e-05,,,,,,8192,64,8,4,131072,1,32,32,True,FLASH_ATTENTION
0.00528,0.0053750000000000004,0.005318420000000001,0.005312000000000001,2.383786064226415e-05,,,,,,8192,64,8,4,131072,1,32,64,True,FLASH_ATTENTION
0.007199,0.007296,0.00724278,0.007232000000000001,2.75596008679371e-05,,,,,,8192,64,8,4,131072,1,32,96,True,FLASH_ATTENTION
0.007200000000000001,0.007329,0.0072633,0.0072640000000000005,2.8279497873901392e-05,,,,,,8192,64,8,4,131072,1,32,128,True,FLASH_ATTENTION
0.008896000000000001,0.008992000000000002,0.008949740000000001,0.008960000000000001,2.251382686261945e-05,,,,,,8192,64,8,4,131072,1,32,160,True,FLASH_ATTENTION
0.008928,0.009025,0.00898234,0.0089915,2.939973469268009e-05,,,,,,8192,64,8,4,131072,1,32,192,True,FLASH_ATTENTION
0.010622999999999999,0.01072,0.010671240000000002,0.010657,2.2448661430027756e-05,,,,,,8192,64,8,4,131072,1,32,224,True,FLASH_ATTENTION
0.010655,0.010751,0.01070016,0.010688000000000001,2.207746362243606e-05,,,,,,8192,64,8,4,131072,1,32,256,True,FLASH_ATTENTION
0.012320000000000001,0.012448,0.012386439999999999,0.012384000000000001,2.2011051769508744e-05,,,,,,8192,64,8,4,131072,1,32,288,True,FLASH_ATTENTION
0.012351,0.012449,0.01239998,0.0124,2.7428080501558858e-05,,,,,,8192,64,8,4,131072,1,32,320,True,FLASH_ATTENTION
0.014048,0.014144,0.01410226,0.014112,2.2373028404755437e-05,,,,,,8192,64,8,4,131072,1,32,352,True,FLASH_ATTENTION
0.014048,0.014175000000000002,0.014107299999999998,0.014112,2.5674306222369373e-05,,,,,,8192,64,8,4,131072,1,32,384,True,FLASH_ATTENTION
0.015744,0.015872,0.0158047,0.015808,2.8025880896057094e-05,,,,,,8192,64,8,4,131072,1,32,416,True,FLASH_ATTENTION
0.015808,0.015904,0.01584886,0.01584,2.8572721256471706e-05,,,,,,8192,64,8,4,131072,1,32,448,True,FLASH_ATTENTION
0.017472,0.017568,0.017518340000000004,0.017504000000000002,2.8048964330256178e-05,,,,,,8192,64,8,4,131072,1,32,480,True,FLASH_ATTENTION
0.017503,0.017632000000000002,0.01755732,0.017567,3.105056521224631e-05,,,,,,8192,64,8,4,131072,1,32,512,True,FLASH_ATTENTION
0.019168,0.019296,0.01924188,0.019232,3.16181213863196e-05,,,,,,8192,64,8,4,131072,1,32,544,True,FLASH_ATTENTION
0.019231,0.019328,0.0192682,0.019264,2.7838103383672347e-05,,,,,,8192,64,8,4,131072,1,32,576,True,FLASH_ATTENTION
0.020896,0.021024,0.020964299999999998,0.020960000000000003,3.199390566967343e-05,,,,,,8192,64,8,4,131072,1,32,608,True,FLASH_ATTENTION
0.020928000000000002,0.021088000000000003,0.020986460000000005,0.020992,3.0488168196858968e-05,,,,,,8192,64,8,4,131072,1,32,640,True,FLASH_ATTENTION
0.022624,0.022751999999999998,0.0226822,0.022688,3.359702367770154e-05,,,,,,8192,64,8,4,131072,1,32,672,True,FLASH_ATTENTION
0.022624,0.022784,0.02269842,0.022688,3.307270173420965e-05,,,,,,8192,64,8,4,131072,1,32,704,True,FLASH_ATTENTION
0.024352000000000002,0.024480000000000002,0.02439608,0.024384,3.3103377471188446e-05,,,,,,8192,64,8,4,131072,1,32,736,True,FLASH_ATTENTION
0.024352000000000002,0.024479,0.024407420000000003,0.0244155,2.775182156183652e-05,,,,,,8192,64,8,4,131072,1,32,768,True,FLASH_ATTENTION
0.026047999999999998,0.026175999999999998,0.026103939999999996,0.026111000000000002,2.685770652903945e-05,,,,,,8192,64,8,4,131072,1,32,800,True,FLASH_ATTENTION
0.026079,0.026175,0.0261196,0.026111500000000003,2.7722914709676153e-05,,,,,,8192,64,8,4,131072,1,32,832,True,FLASH_ATTENTION
0.027774999999999998,0.027872,0.027820459999999998,0.027808,2.7804467266969922e-05,,,,,,8192,64,8,4,131072,1,32,864,True,FLASH_ATTENTION
0.027776000000000002,0.027905000000000003,0.027843899999999998,0.02784,3.0492130132216406e-05,,,,,,8192,64,8,4,131072,1,32,896,True,FLASH_ATTENTION
0.029471,0.0296,0.029539540000000003,0.029536000000000003,2.690368747959977e-05,,,,,,8192,64,8,4,131072,1,32,928,True,FLASH_ATTENTION
0.029504000000000002,0.029632000000000002,0.029562460000000002,0.029568,3.1214233932613965e-05,,,,,,8192,64,8,4,131072,1,32,960,True,FLASH_ATTENTION
0.031199,0.031329,0.03126062,0.031264,3.158410359658801e-05,,,,,,8192,64,8,4,131072,1,32,992,True,FLASH_ATTENTION
0.0312,0.03136,0.03128126,0.0312645,4.007084226716475e-05,,,,,,8192,64,8,4,131072,1,32,1024,True,FLASH_ATTENTION
0.032895,0.033088,0.032973380000000004,0.03296,4.260745944080773e-05,,,,,,8192,64,8,4,131072,1,32,1056,True,FLASH_ATTENTION
0.032928,0.033057,0.03298632,0.032992,3.1166289480784124e-05,,,,,,8192,64,8,4,131072,1,32,1088,True,FLASH_ATTENTION
0.034623,0.034751,0.03468336,0.034686999999999996,2.9083163514306298e-05,,,,,,8192,64,8,4,131072,1,32,1120,True,FLASH_ATTENTION
0.034655000000000005,0.034784,0.03469948,0.034688000000000004,3.4337291681203327e-05,,,,,,8192,64,8,4,131072,1,32,1152,True,FLASH_ATTENTION
0.036351,0.036448,0.036391480000000004,0.036384,2.5131844341393667e-05,,,,,,8192,64,8,4,131072,1,32,1184,True,FLASH_ATTENTION
0.036351,0.03648,0.03641258,0.036416,3.086038885043423e-05,,,,,,8192,64,8,4,131072,1,32,1216,True,FLASH_ATTENTION
0.038048000000000005,0.03824,0.03811634,0.038112,3.6754651406319314e-05,,,,,,8192,64,8,4,131072,1,32,1248,True,FLASH_ATTENTION
0.038079999999999996,0.038208,0.03814062,0.038144,3.017209969491745e-05,,,,,,8192,64,8,4,131072,1,32,1280,True,FLASH_ATTENTION
0.039774000000000004,0.039871000000000004,0.03982386,0.039839,2.8736743030482916e-05,,,,,,8192,64,8,4,131072,1,32,1312,True,FLASH_ATTENTION
0.039807,0.039904,0.0398496,0.03984000000000001,2.6808953728185455e-05,,,,,,8192,64,8,4,131072,1,32,1344,True,FLASH_ATTENTION
0.04147,0.04163,0.04153708000000001,0.041534,3.18796737749938e-05,,,,,,8192,64,8,4,131072,1,32,1376,True,FLASH_ATTENTION
0.041503,0.041600000000000005,0.04156037999999999,0.041567,2.658337074187587e-05,,,,,,8192,64,8,4,131072,1,32,1408,True,FLASH_ATTENTION
0.0432,0.043328000000000005,0.043260360000000005,0.043264000000000004,2.9866208329816683e-05,,,,,,8192,64,8,4,131072,1,32,1440,True,FLASH_ATTENTION
0.04323,0.04336,0.043288019999999997,0.043295,3.367877076141673e-05,,,,,,8192,64,8,4,131072,1,32,1472,True,FLASH_ATTENTION
0.044927999999999996,0.045088,0.044978939999999995,0.044961,3.8517222122059716e-05,,,,,,8192,64,8,4,131072,1,32,1504,True,FLASH_ATTENTION
0.044927,0.04512,0.044998860000000016,0.044992,3.805522828731971e-05,,,,,,8192,64,8,4,131072,1,32,1536,True,FLASH_ATTENTION
0.046624000000000006,0.046752,0.046687440000000004,0.046687,3.002276469614275e-05,,,,,,8192,64,8,4,131072,1,32,1568,True,FLASH_ATTENTION
0.046655,0.046783000000000005,0.04671186000000001,0.046719000000000004,3.0370386892498598e-05,,,,,,8192,64,8,4,131072,1,32,1600,True,FLASH_ATTENTION
0.048351,0.048543,0.04841262,0.048415,3.837858256892748e-05,,,,,,8192,64,8,4,131072,1,32,1632,True,FLASH_ATTENTION
0.048383,0.048512,0.048429200000000006,0.048416,3.0757112998457885e-05,,,,,,8192,64,8,4,131072,1,32,1664,True,FLASH_ATTENTION
0.049631999999999996,0.049824,0.0497316,0.049728,4.416922005197801e-05,,,,,,8192,64,8,4,131072,1,32,1696,True,FLASH_ATTENTION
0.049664,0.049887,0.04974942,0.0497285,4.537977082357279e-05,,,,,,8192,64,8,4,131072,1,32,1728,True,FLASH_ATTENTION
0.05136,0.051616,0.051433480000000004,0.051425,4.993685612851477e-05,,,,,,8192,64,8,4,131072,1,32,1760,True,FLASH_ATTENTION
0.05139,0.051615,0.05145296,0.051455,4.362657905451734e-05,,,,,,8192,64,8,4,131072,1,32,1792,True,FLASH_ATTENTION
0.053087,0.05328,0.053137699999999996,0.05312,4.6212227819051836e-05,,,,,,8192,64,8,4,131072,1,32,1824,True,FLASH_ATTENTION
0.053087,0.053247,0.053148100000000004,0.053151000000000004,4.2987091085580356e-05,,,,,,8192,64,8,4,131072,1,32,1856,True,FLASH_ATTENTION
0.054783000000000005,0.054943,0.054841940000000006,0.054847,4.445690497549205e-05,,,,,,8192,64,8,4,131072,1,32,1888,True,FLASH_ATTENTION
0.054751,0.05494400000000001,0.05485418000000001,0.054848,4.6224967279600285e-05,,,,,,8192,64,8,4,131072,1,32,1920,True,FLASH_ATTENTION
0.056479,0.056671,0.05654242000000001,0.056543,4.41071830884706e-05,,,,,,8192,64,8,4,131072,1,32,1952,True,FLASH_ATTENTION
0.056478,0.056766,0.05656568,0.05657500000000001,5.387297652812517e-05,,,,,,8192,64,8,4,131072,1,32,1984,True,FLASH_ATTENTION
0.058143,0.058399,0.05824738,0.058239,6.127508139529454e-05,,,,,,8192,64,8,4,131072,1,32,2016,True,FLASH_ATTENTION
0.005312000000000001,0.005376000000000001,0.005350360000000001,0.005344000000000001,2.2012505536626218e-05,,,,,,8192,64,8,4,131072,1,64,64,True,FLASH_ATTENTION
0.0072310000000000004,0.007328,0.007277380000000001,0.00728,2.57075008509189e-05,,,,,,8192,64,8,4,131072,1,64,128,True,FLASH_ATTENTION
