layer_name,input,kv_cache,tp_size,latency(ns)
embedding,1,0,4,2895
input_layernorm,1,0,4,17978
q_proj,1,0,4,16243
k_proj,1,0,4,7443
v_proj,1,0,4,7305
rope,1,0,4,24032
attn,1,0,4,5545
o_proj,1,0,4,13323
post_layernorm,1,0,4,17939
gate_proj,1,0,4,43526
up_proj,1,0,4,43099
act_fn,1,0,4,4012
down_proj,1,0,4,40014
final_layernorm,1,0,4,19083
lm_head,1,0,4,176333
embedding,2,0,4,3459
input_layernorm,2,0,4,20733
q_proj,2,0,4,16297
k_proj,2,0,4,7594
v_proj,2,0,4,7465
rope,2,0,4,27605
attn,2,0,4,9183
o_proj,2,0,4,13555
post_layernorm,2,0,4,20415
gate_proj,2,0,4,44029
up_proj,2,0,4,43428
act_fn,2,0,4,3994
down_proj,2,0,4,40230
final_layernorm,2,0,4,21386
lm_head,2,0,4,181525
embedding,3,0,4,4077
input_layernorm,3,0,4,20811
q_proj,3,0,4,16364
k_proj,3,0,4,7584
v_proj,3,0,4,7437
rope,3,0,4,29365
attn,3,0,4,9197
o_proj,3,0,4,13705
post_layernorm,3,0,4,20222
gate_proj,3,0,4,45011
up_proj,3,0,4,43325
act_fn,3,0,4,4118
down_proj,3,0,4,40452
final_layernorm,3,0,4,21064
lm_head,3,0,4,177278
embedding,4,0,4,4647
input_layernorm,4,0,4,21044
q_proj,4,0,4,16423
k_proj,4,0,4,7604
v_proj,4,0,4,7436
rope,4,0,4,29342
attn,4,0,4,9196
o_proj,4,0,4,13869
post_layernorm,4,0,4,20632
gate_proj,4,0,4,44380
up_proj,4,0,4,43514
act_fn,4,0,4,4083
down_proj,4,0,4,40591
final_layernorm,4,0,4,21597
lm_head,4,0,4,177520
embedding,5,0,4,5435
input_layernorm,5,0,4,21028
q_proj,5,0,4,16649
k_proj,5,0,4,7642
v_proj,5,0,4,7472
rope,5,0,4,30594
attn,5,0,4,9179
o_proj,5,0,4,13941
post_layernorm,5,0,4,20947
gate_proj,5,0,4,44731
up_proj,5,0,4,43511
act_fn,5,0,4,4214
down_proj,5,0,4,40674
final_layernorm,5,0,4,21525
lm_head,5,0,4,178735
embedding,6,0,4,5964
input_layernorm,6,0,4,20820
q_proj,6,0,4,16677
k_proj,6,0,4,7601
v_proj,6,0,4,7530
rope,6,0,4,30599
attn,6,0,4,9257
o_proj,6,0,4,13953
post_layernorm,6,0,4,20537
gate_proj,6,0,4,45491
up_proj,6,0,4,43717
act_fn,6,0,4,4092
down_proj,6,0,4,40860
final_layernorm,6,0,4,21389
lm_head,6,0,4,178621
embedding,7,0,4,6558
input_layernorm,7,0,4,21082
q_proj,7,0,4,16697
k_proj,7,0,4,7672
v_proj,7,0,4,7594
rope,7,0,4,29912
attn,7,0,4,9284
o_proj,7,0,4,13903
post_layernorm,7,0,4,20955
gate_proj,7,0,4,45421
up_proj,7,0,4,43891
act_fn,7,0,4,4123
down_proj,7,0,4,40869
final_layernorm,7,0,4,21426
lm_head,7,0,4,179378
embedding,8,0,4,7213
input_layernorm,8,0,4,21336
q_proj,8,0,4,16680
k_proj,8,0,4,7672
v_proj,8,0,4,7625
rope,8,0,4,29945
attn,8,0,4,9214
o_proj,8,0,4,13916
post_layernorm,8,0,4,20696
gate_proj,8,0,4,45576
up_proj,8,0,4,44060
act_fn,8,0,4,4170
down_proj,8,0,4,40946
final_layernorm,8,0,4,21261
lm_head,8,0,4,178867
embedding,9,0,4,7962
input_layernorm,9,0,4,21416
q_proj,9,0,4,16826
k_proj,9,0,4,7616
v_proj,9,0,4,7555
rope,9,0,4,29837
attn,9,0,4,9246
o_proj,9,0,4,13990
post_layernorm,9,0,4,20697
gate_proj,9,0,4,41240
up_proj,9,0,4,40336
act_fn,9,0,4,4165
down_proj,9,0,4,40475
final_layernorm,9,0,4,21547
lm_head,9,0,4,179165
embedding,10,0,4,8581
input_layernorm,10,0,4,21352
q_proj,10,0,4,16560
k_proj,10,0,4,7747
v_proj,10,0,4,7657
rope,10,0,4,30604
attn,10,0,4,9292
o_proj,10,0,4,13868
post_layernorm,10,0,4,20818
gate_proj,10,0,4,41529
up_proj,10,0,4,40372
act_fn,10,0,4,4136
down_proj,10,0,4,40441
final_layernorm,10,0,4,21632
lm_head,10,0,4,177983
embedding,11,0,4,9260
input_layernorm,11,0,4,21525
q_proj,11,0,4,16441
k_proj,11,0,4,7765
v_proj,11,0,4,7639
rope,11,0,4,30807
attn,11,0,4,9240
o_proj,11,0,4,13918
post_layernorm,11,0,4,20838
gate_proj,11,0,4,41470
up_proj,11,0,4,40547
act_fn,11,0,4,4193
down_proj,11,0,4,40579
final_layernorm,11,0,4,21687
lm_head,11,0,4,178928
embedding,12,0,4,9792
input_layernorm,12,0,4,21561
q_proj,12,0,4,16842
k_proj,12,0,4,7753
v_proj,12,0,4,7675
rope,12,0,4,30678
attn,12,0,4,9222
o_proj,12,0,4,13936
post_layernorm,12,0,4,21019
gate_proj,12,0,4,41654
up_proj,12,0,4,40476
act_fn,12,0,4,4183
down_proj,12,0,4,40736
final_layernorm,12,0,4,21675
lm_head,12,0,4,179035
embedding,13,0,4,10315
input_layernorm,13,0,4,21560
q_proj,13,0,4,16893
k_proj,13,0,4,7802
v_proj,13,0,4,7640
rope,13,0,4,30955
attn,13,0,4,9220
o_proj,13,0,4,13972
post_layernorm,13,0,4,21253
gate_proj,13,0,4,41475
up_proj,13,0,4,40519
act_fn,13,0,4,4194
down_proj,13,0,4,40661
final_layernorm,13,0,4,21764
lm_head,13,0,4,179769
embedding,14,0,4,11118
input_layernorm,14,0,4,21443
q_proj,14,0,4,16739
k_proj,14,0,4,7855
v_proj,14,0,4,7678
rope,14,0,4,31163
attn,14,0,4,9209
o_proj,14,0,4,13954
post_layernorm,14,0,4,21185
gate_proj,14,0,4,41678
up_proj,14,0,4,40564
act_fn,14,0,4,4228
down_proj,14,0,4,40816
final_layernorm,14,0,4,21685
lm_head,14,0,4,179157
embedding,15,0,4,11593
input_layernorm,15,0,4,21588
q_proj,15,0,4,16579
k_proj,15,0,4,7831
v_proj,15,0,4,7667
rope,15,0,4,31135
attn,15,0,4,9238
o_proj,15,0,4,13963
post_layernorm,15,0,4,21268
gate_proj,15,0,4,41516
up_proj,15,0,4,40520
act_fn,15,0,4,4213
down_proj,15,0,4,40701
final_layernorm,15,0,4,21849
lm_head,15,0,4,179854
embedding,16,0,4,12169
input_layernorm,16,0,4,21498
q_proj,16,0,4,17004
k_proj,16,0,4,7827
v_proj,16,0,4,7686
rope,16,0,4,31383
attn,16,0,4,9233
o_proj,16,0,4,14009
post_layernorm,16,0,4,21278
gate_proj,16,0,4,41736
up_proj,16,0,4,40728
act_fn,16,0,4,4276
down_proj,16,0,4,41116
final_layernorm,16,0,4,21442
lm_head,16,0,4,179885
embedding,17,0,4,4140
input_layernorm,17,0,4,21743
q_proj,17,0,4,16970
k_proj,17,0,4,8099
v_proj,17,0,4,7780
rope,17,0,4,30523
attn,17,0,4,9248
o_proj,17,0,4,14037
post_layernorm,17,0,4,21616
gate_proj,17,0,4,41627
up_proj,17,0,4,40437
act_fn,17,0,4,4258
down_proj,17,0,4,41124
final_layernorm,17,0,4,22228
lm_head,17,0,4,182769
embedding,18,0,4,4241
input_layernorm,18,0,4,21645
q_proj,18,0,4,17163
k_proj,18,0,4,8168
v_proj,18,0,4,7810
rope,18,0,4,30328
attn,18,0,4,9308
o_proj,18,0,4,14072
post_layernorm,18,0,4,21945
gate_proj,18,0,4,41992
up_proj,18,0,4,40691
act_fn,18,0,4,4301
down_proj,18,0,4,41192
final_layernorm,18,0,4,21883
lm_head,18,0,4,180069
embedding,19,0,4,4190
input_layernorm,19,0,4,21615
q_proj,19,0,4,17243
k_proj,19,0,4,8091
v_proj,19,0,4,7868
rope,19,0,4,31431
attn,19,0,4,9223
o_proj,19,0,4,14115
post_layernorm,19,0,4,21662
gate_proj,19,0,4,41839
up_proj,19,0,4,40798
act_fn,19,0,4,4376
down_proj,19,0,4,41229
final_layernorm,19,0,4,22133
lm_head,19,0,4,179931
embedding,20,0,4,4218
input_layernorm,20,0,4,21735
q_proj,20,0,4,17280
k_proj,20,0,4,8057
v_proj,20,0,4,7813
rope,20,0,4,31872
attn,20,0,4,9273
o_proj,20,0,4,14264
post_layernorm,20,0,4,21419
gate_proj,20,0,4,41980
up_proj,20,0,4,40727
act_fn,20,0,4,4402
down_proj,20,0,4,41259
final_layernorm,20,0,4,21969
lm_head,20,0,4,180174
embedding,21,0,4,4261
input_layernorm,21,0,4,21738
q_proj,21,0,4,17214
k_proj,21,0,4,8082
v_proj,21,0,4,7827
rope,21,0,4,32012
attn,21,0,4,9252
o_proj,21,0,4,14151
post_layernorm,21,0,4,21814
gate_proj,21,0,4,41918
up_proj,21,0,4,40738
act_fn,21,0,4,4372
down_proj,21,0,4,41341
final_layernorm,21,0,4,22126
lm_head,21,0,4,180573
embedding,22,0,4,4326
input_layernorm,22,0,4,21747
q_proj,22,0,4,17346
k_proj,22,0,4,8077
v_proj,22,0,4,7783
rope,22,0,4,32203
attn,22,0,4,9254
o_proj,22,0,4,14202
post_layernorm,22,0,4,21631
gate_proj,22,0,4,41967
up_proj,22,0,4,40838
act_fn,22,0,4,4431
down_proj,22,0,4,41279
final_layernorm,22,0,4,22271
lm_head,22,0,4,180784
embedding,23,0,4,4234
input_layernorm,23,0,4,21638
q_proj,23,0,4,17248
k_proj,23,0,4,8076
v_proj,23,0,4,7736
rope,23,0,4,31879
attn,23,0,4,9260
o_proj,23,0,4,14200
post_layernorm,23,0,4,21997
gate_proj,23,0,4,42086
up_proj,23,0,4,40894
act_fn,23,0,4,4403
down_proj,23,0,4,41403
final_layernorm,23,0,4,22229
lm_head,23,0,4,179552
embedding,24,0,4,4308
input_layernorm,24,0,4,21845
q_proj,24,0,4,17405
k_proj,24,0,4,8120
v_proj,24,0,4,7747
rope,24,0,4,32356
attn,24,0,4,9220
o_proj,24,0,4,14280
post_layernorm,24,0,4,21517
gate_proj,24,0,4,42454
up_proj,24,0,4,40884
act_fn,24,0,4,4403
down_proj,24,0,4,41351
final_layernorm,24,0,4,22107
lm_head,24,0,4,180659
embedding,25,0,4,4354
input_layernorm,25,0,4,21851
q_proj,25,0,4,17661
k_proj,25,0,4,8106
v_proj,25,0,4,7778
rope,25,0,4,32002
attn,25,0,4,9259
o_proj,25,0,4,14164
post_layernorm,25,0,4,21790
gate_proj,25,0,4,42286
up_proj,25,0,4,40867
act_fn,25,0,4,4414
down_proj,25,0,4,41448
final_layernorm,25,0,4,22182
lm_head,25,0,4,177429
embedding,26,0,4,4523
input_layernorm,26,0,4,21790
q_proj,26,0,4,17453
k_proj,26,0,4,8108
v_proj,26,0,4,7763
rope,26,0,4,32101
attn,26,0,4,9264
o_proj,26,0,4,14243
post_layernorm,26,0,4,22053
gate_proj,26,0,4,42353
up_proj,26,0,4,40873
act_fn,26,0,4,4402
down_proj,26,0,4,41655
final_layernorm,26,0,4,22295
lm_head,26,0,4,176984
embedding,27,0,4,4460
input_layernorm,27,0,4,21883
q_proj,27,0,4,17720
k_proj,27,0,4,8112
v_proj,27,0,4,7817
rope,27,0,4,32173
attn,27,0,4,9251
o_proj,27,0,4,14395
post_layernorm,27,0,4,21754
gate_proj,27,0,4,42246
up_proj,27,0,4,40896
act_fn,27,0,4,4418
down_proj,27,0,4,41423
final_layernorm,27,0,4,22407
lm_head,27,0,4,176699
embedding,28,0,4,4476
input_layernorm,28,0,4,21840
q_proj,28,0,4,17519
k_proj,28,0,4,8114
v_proj,28,0,4,7775
rope,28,0,4,32685
attn,28,0,4,9271
o_proj,28,0,4,14308
post_layernorm,28,0,4,22027
gate_proj,28,0,4,42256
up_proj,28,0,4,40870
act_fn,28,0,4,4446
down_proj,28,0,4,41511
final_layernorm,28,0,4,22484
lm_head,28,0,4,177116
embedding,29,0,4,4500
input_layernorm,29,0,4,21860
q_proj,29,0,4,17690
k_proj,29,0,4,8182
v_proj,29,0,4,7815
rope,29,0,4,32385
attn,29,0,4,9301
o_proj,29,0,4,14478
post_layernorm,29,0,4,22267
gate_proj,29,0,4,42506
up_proj,29,0,4,40958
act_fn,29,0,4,4433
down_proj,29,0,4,41507
final_layernorm,29,0,4,22434
lm_head,29,0,4,177300
embedding,30,0,4,4535
input_layernorm,30,0,4,22031
q_proj,30,0,4,17476
k_proj,30,0,4,8132
v_proj,30,0,4,7774
rope,30,0,4,32503
attn,30,0,4,9297
o_proj,30,0,4,14430
post_layernorm,30,0,4,21751
gate_proj,30,0,4,42489
up_proj,30,0,4,41030
act_fn,30,0,4,4407
down_proj,30,0,4,41737
final_layernorm,30,0,4,22415
lm_head,30,0,4,177407
embedding,31,0,4,4540
input_layernorm,31,0,4,21909
q_proj,31,0,4,17768
k_proj,31,0,4,8156
v_proj,31,0,4,7826
rope,31,0,4,32710
attn,31,0,4,9267
o_proj,31,0,4,14411
post_layernorm,31,0,4,22219
gate_proj,31,0,4,42639
up_proj,31,0,4,40940
act_fn,31,0,4,4409
down_proj,31,0,4,41632
final_layernorm,31,0,4,22688
lm_head,31,0,4,177239
embedding,32,0,4,4580
input_layernorm,32,0,4,21961
q_proj,32,0,4,17844
k_proj,32,0,4,8146
v_proj,32,0,4,7892
rope,32,0,4,32738
attn,32,0,4,9248
o_proj,32,0,4,14511
post_layernorm,32,0,4,21837
gate_proj,32,0,4,42677
up_proj,32,0,4,41063
act_fn,32,0,4,4497
down_proj,32,0,4,41694
final_layernorm,32,0,4,22192
lm_head,32,0,4,177824
embedding,33,0,4,4693
input_layernorm,33,0,4,21974
q_proj,33,0,4,17523
k_proj,33,0,4,8275
v_proj,33,0,4,7968
rope,33,0,4,32184
attn,33,0,4,9305
o_proj,33,0,4,14530
post_layernorm,33,0,4,22062
gate_proj,33,0,4,43132
up_proj,33,0,4,41130
act_fn,33,0,4,4458
down_proj,33,0,4,41893
final_layernorm,33,0,4,22619
lm_head,33,0,4,180978
embedding,34,0,4,4925
input_layernorm,34,0,4,21980
q_proj,34,0,4,17568
k_proj,34,0,4,8255
v_proj,34,0,4,7927
rope,34,0,4,32473
attn,34,0,4,9277
o_proj,34,0,4,14392
post_layernorm,34,0,4,22299
gate_proj,34,0,4,43083
up_proj,34,0,4,41222
act_fn,34,0,4,4453
down_proj,34,0,4,41817
final_layernorm,34,0,4,22644
lm_head,34,0,4,180596
embedding,35,0,4,5070
input_layernorm,35,0,4,21978
q_proj,35,0,4,17667
k_proj,35,0,4,8253
v_proj,35,0,4,8006
rope,35,0,4,33035
attn,35,0,4,9258
o_proj,35,0,4,14360
post_layernorm,35,0,4,21984
gate_proj,35,0,4,43213
up_proj,35,0,4,41050
act_fn,35,0,4,4434
down_proj,35,0,4,41727
final_layernorm,35,0,4,22709
lm_head,35,0,4,182381
embedding,36,0,4,5034
input_layernorm,36,0,4,22519
q_proj,36,0,4,17597
k_proj,36,0,4,8291
v_proj,36,0,4,7942
rope,36,0,4,33861
attn,36,0,4,9309
o_proj,36,0,4,14445
post_layernorm,36,0,4,22028
gate_proj,36,0,4,43151
up_proj,36,0,4,41186
act_fn,36,0,4,4449
down_proj,36,0,4,41866
final_layernorm,36,0,4,22810
lm_head,36,0,4,181352
embedding,37,0,4,5061
input_layernorm,37,0,4,22298
q_proj,37,0,4,17750
k_proj,37,0,4,8349
v_proj,37,0,4,7894
rope,37,0,4,32754
attn,37,0,4,9244
o_proj,37,0,4,14451
post_layernorm,37,0,4,22116
gate_proj,37,0,4,43200
up_proj,37,0,4,41061
act_fn,37,0,4,4480
down_proj,37,0,4,41973
final_layernorm,37,0,4,22551
lm_head,37,0,4,179009
embedding,38,0,4,5049
input_layernorm,38,0,4,22135
q_proj,38,0,4,17581
