layer_name,input,kv_cache,tp_size,latency(ns)
embedding,1,0,2,2622
input_layernorm,1,0,2,8022
q_proj,1,0,2,23929
k_proj,1,0,2,7528
v_proj,1,0,2,7488
rope,1,0,2,29336
o_proj,1,0,2,23564
post_layernorm,1,0,2,8353
gate,1,0,2,56526
expert.w1,1,0,2,11558
expert.w3,1,0,2,11520
act_fn,1,0,2,3986
expert.w2,1,0,2,14460
final_layernorm,1,0,2,8280
lm_head,1,0,2,158404
embedding,2,0,2,3151
input_layernorm,2,0,2,7839
q_proj,2,0,2,44235
k_proj,2,0,2,11855
v_proj,2,0,2,11134
rope,2,0,2,35369
o_proj,2,0,2,26119
post_layernorm,2,0,2,8136
gate,2,0,2,75727
expert.w1,2,0,2,21344
expert.w3,2,0,2,21516
act_fn,2,0,2,4434
expert.w2,2,0,2,12298
final_layernorm,2,0,2,7926
lm_head,2,0,2,153547
embedding,3,0,2,3674
input_layernorm,3,0,2,7855
q_proj,3,0,2,44246
k_proj,3,0,2,11869
v_proj,3,0,2,11212
rope,3,0,2,37070
o_proj,3,0,2,26425
post_layernorm,3,0,2,8136
gate,3,0,2,75881
expert.w1,3,0,2,21338
expert.w3,3,0,2,21539
act_fn,3,0,2,4427
expert.w2,3,0,2,12296
final_layernorm,3,0,2,7940
lm_head,3,0,2,153581
embedding,4,0,2,4143
input_layernorm,4,0,2,7850
q_proj,4,0,2,44264
k_proj,4,0,2,11909
v_proj,4,0,2,11232
rope,4,0,2,38300
o_proj,4,0,2,26118
post_layernorm,4,0,2,8166
gate,4,0,2,75174
expert.w1,4,0,2,21370
expert.w3,4,0,2,21543
act_fn,4,0,2,4338
expert.w2,4,0,2,12373
final_layernorm,4,0,2,7960
lm_head,4,0,2,153745
embedding,5,0,2,4891
input_layernorm,5,0,2,7905
q_proj,5,0,2,44236
k_proj,5,0,2,11927
v_proj,5,0,2,11301
rope,5,0,2,38336
o_proj,5,0,2,26328
post_layernorm,5,0,2,8206
gate,5,0,2,76046
expert.w1,5,0,2,21362
expert.w3,5,0,2,21575
act_fn,5,0,2,4393
expert.w2,5,0,2,12397
final_layernorm,5,0,2,8078
lm_head,5,0,2,153975
embedding,6,0,2,5297
input_layernorm,6,0,2,7886
q_proj,6,0,2,44272
k_proj,6,0,2,11914
v_proj,6,0,2,11350
rope,6,0,2,38443
o_proj,6,0,2,26428
post_layernorm,6,0,2,8230
gate,6,0,2,75361
expert.w1,6,0,2,21333
expert.w3,6,0,2,21582
act_fn,6,0,2,4277
expert.w2,6,0,2,12407
final_layernorm,6,0,2,7867
lm_head,6,0,2,154150
embedding,7,0,2,5864
input_layernorm,7,0,2,7935
q_proj,7,0,2,44272
k_proj,7,0,2,11923
v_proj,7,0,2,11408
rope,7,0,2,38329
o_proj,7,0,2,26432
post_layernorm,7,0,2,8238
gate,7,0,2,76270
expert.w1,7,0,2,21360
expert.w3,7,0,2,21569
act_fn,7,0,2,4147
expert.w2,7,0,2,12428
final_layernorm,7,0,2,8029
lm_head,7,0,2,154236
embedding,8,0,2,6335
input_layernorm,8,0,2,7954
q_proj,8,0,2,44274
k_proj,8,0,2,11992
v_proj,8,0,2,11378
rope,8,0,2,38249
o_proj,8,0,2,26634
post_layernorm,8,0,2,8247
gate,8,0,2,75549
expert.w1,8,0,2,21360
expert.w3,8,0,2,21560
act_fn,8,0,2,4104
expert.w2,8,0,2,12386
final_layernorm,8,0,2,8105
lm_head,8,0,2,154131
embedding,9,0,2,7084
input_layernorm,9,0,2,7843
q_proj,9,0,2,44249
k_proj,9,0,2,12031
v_proj,9,0,2,11460
rope,9,0,2,38427
o_proj,9,0,2,26363
post_layernorm,9,0,2,8149
gate,9,0,2,78217
expert.w1,9,0,2,21416
expert.w3,9,0,2,21586
act_fn,9,0,2,3982
expert.w2,9,0,2,12446
final_layernorm,9,0,2,8002
lm_head,9,0,2,154393
embedding,10,0,2,7500
input_layernorm,10,0,2,7838
q_proj,10,0,2,44268
k_proj,10,0,2,11969
v_proj,10,0,2,11478
rope,10,0,2,38391
o_proj,10,0,2,26497
post_layernorm,10,0,2,8141
gate,10,0,2,77345
expert.w1,10,0,2,21401
expert.w3,10,0,2,21597
act_fn,10,0,2,3957
expert.w2,10,0,2,12538
final_layernorm,10,0,2,8019
lm_head,10,0,2,154786
embedding,11,0,2,8094
input_layernorm,11,0,2,7865
q_proj,11,0,2,44254
k_proj,11,0,2,11931
v_proj,11,0,2,11444
rope,11,0,2,38476
o_proj,11,0,2,26530
post_layernorm,11,0,2,8163
gate,11,0,2,78224
expert.w1,11,0,2,21382
expert.w3,11,0,2,21680
act_fn,11,0,2,3947
expert.w2,11,0,2,12542
final_layernorm,11,0,2,8012
lm_head,11,0,2,154717
embedding,12,0,2,8489
input_layernorm,12,0,2,7877
q_proj,12,0,2,44267
k_proj,12,0,2,12025
v_proj,12,0,2,11448
rope,12,0,2,38711
o_proj,12,0,2,26596
post_layernorm,12,0,2,8162
gate,12,0,2,77193
expert.w1,12,0,2,21430
expert.w3,12,0,2,21620
act_fn,12,0,2,3947
expert.w2,12,0,2,12638
final_layernorm,12,0,2,8024
lm_head,12,0,2,154930
embedding,13,0,2,9175
input_layernorm,13,0,2,7878
q_proj,13,0,2,44267
k_proj,13,0,2,12015
v_proj,13,0,2,11499
rope,13,0,2,38565
o_proj,13,0,2,26747
post_layernorm,13,0,2,8150
gate,13,0,2,78225
expert.w1,13,0,2,21410
expert.w3,13,0,2,21745
act_fn,13,0,2,3944
expert.w2,13,0,2,12586
final_layernorm,13,0,2,8050
lm_head,13,0,2,154918
embedding,14,0,2,9689
input_layernorm,14,0,2,7875
q_proj,14,0,2,44243
k_proj,14,0,2,11931
v_proj,14,0,2,11549
rope,14,0,2,38496
o_proj,14,0,2,26757
post_layernorm,14,0,2,8161
gate,14,0,2,77655
expert.w1,14,0,2,21416
expert.w3,14,0,2,21712
act_fn,14,0,2,3942
expert.w2,14,0,2,12659
final_layernorm,14,0,2,8053
lm_head,14,0,2,155360
embedding,15,0,2,10401
input_layernorm,15,0,2,7888
q_proj,15,0,2,44315
k_proj,15,0,2,11986
v_proj,15,0,2,11528
rope,15,0,2,38450
o_proj,15,0,2,27191
post_layernorm,15,0,2,8148
gate,15,0,2,78401
expert.w1,15,0,2,21399
expert.w3,15,0,2,21665
act_fn,15,0,2,3955
expert.w2,15,0,2,12599
final_layernorm,15,0,2,8045
lm_head,15,0,2,155138
embedding,16,0,2,10852
input_layernorm,16,0,2,7775
q_proj,16,0,2,44278
k_proj,16,0,2,12357
v_proj,16,0,2,11813
rope,16,0,2,38587
o_proj,16,0,2,26815
post_layernorm,16,0,2,8039
gate,16,0,2,77733
expert.w1,16,0,2,21414
expert.w3,16,0,2,21950
act_fn,16,0,2,3939
expert.w2,16,0,2,12814
final_layernorm,16,0,2,7961
lm_head,16,0,2,156024
embedding,17,0,2,3307
input_layernorm,17,0,2,7783
q_proj,17,0,2,23880
k_proj,17,0,2,12095
v_proj,17,0,2,11189
rope,17,0,2,38497
o_proj,17,0,2,26337
post_layernorm,17,0,2,8079
gate,17,0,2,72259
expert.w1,17,0,2,16511
expert.w3,17,0,2,16043
act_fn,17,0,2,4113
expert.w2,17,0,2,14306
final_layernorm,17,0,2,8002
lm_head,17,0,2,192893
embedding,18,0,2,3324
input_layernorm,18,0,2,7785
q_proj,18,0,2,23947
k_proj,18,0,2,12131
v_proj,18,0,2,11190
rope,18,0,2,38551
o_proj,18,0,2,26407
post_layernorm,18,0,2,8093
gate,18,0,2,71608
expert.w1,18,0,2,16543
expert.w3,18,0,2,16034
act_fn,18,0,2,4036
expert.w2,18,0,2,14314
final_layernorm,18,0,2,7981
lm_head,18,0,2,193546
embedding,19,0,2,3330
input_layernorm,19,0,2,7816
q_proj,19,0,2,23925
k_proj,19,0,2,12141
v_proj,19,0,2,11209
rope,19,0,2,38482
o_proj,19,0,2,26590
post_layernorm,19,0,2,8104
gate,19,0,2,71963
expert.w1,19,0,2,16526
expert.w3,19,0,2,15997
act_fn,19,0,2,4056
expert.w2,19,0,2,14118
final_layernorm,19,0,2,7958
lm_head,19,0,2,193264
embedding,20,0,2,3370
input_layernorm,20,0,2,7823
q_proj,20,0,2,24010
k_proj,20,0,2,12128
v_proj,20,0,2,11221
rope,20,0,2,38638
