layer_name,input,kv_cache,tp_size,latency(ns)
embedding,1,0,2,2545
input_layernorm,1,0,2,7685
q_proj,1,0,2,28897
k_proj,1,0,2,8674
v_proj,1,0,2,8460
rope,1,0,2,28227
attn,1,0,2,5291
o_proj,1,0,2,27687
post_layernorm,1,0,2,8037
gate,1,0,2,53719
expert.w1,1,0,2,13082
expert.w3,1,0,2,12964
act_fn,1,0,2,3767
expert.w2,1,0,2,14521
final_layernorm,1,0,2,7997
lm_head,1,0,2,184104
embedding,2,0,2,3008
input_layernorm,2,0,2,7408
q_proj,2,0,2,32370
k_proj,2,0,2,11569
v_proj,2,0,2,10898
rope,2,0,2,32527
attn,2,0,2,4794
o_proj,2,0,2,27007
post_layernorm,2,0,2,7724
gate,2,0,2,68946
expert.w1,2,0,2,17602
expert.w3,2,0,2,17379
act_fn,2,0,2,4152
expert.w2,2,0,2,13608
final_layernorm,2,0,2,7602
lm_head,2,0,2,184769
embedding,3,0,2,3617
input_layernorm,3,0,2,7494
q_proj,3,0,2,32783
k_proj,3,0,2,11781
v_proj,3,0,2,11128
rope,3,0,2,34970
attn,3,0,2,4956
o_proj,3,0,2,27242
post_layernorm,3,0,2,7842
gate,3,0,2,71827
expert.w1,3,0,2,17833
expert.w3,3,0,2,17870
act_fn,3,0,2,4259
expert.w2,3,0,2,13849
final_layernorm,3,0,2,7715
lm_head,3,0,2,185442
embedding,4,0,2,4022
input_layernorm,4,0,2,7500
q_proj,4,0,2,32818
k_proj,4,0,2,11789
v_proj,4,0,2,11148
rope,4,0,2,36231
attn,4,0,2,4954
o_proj,4,0,2,27114
post_layernorm,4,0,2,7860
gate,4,0,2,70827
expert.w1,4,0,2,17906
expert.w3,4,0,2,17773
act_fn,4,0,2,4148
expert.w2,4,0,2,13801
final_layernorm,4,0,2,7712
lm_head,4,0,2,185435
embedding,5,0,2,4605
input_layernorm,5,0,2,7309
q_proj,5,0,2,32563
k_proj,5,0,2,11587
v_proj,5,0,2,10987
rope,5,0,2,35232
attn,5,0,2,4818
o_proj,5,0,2,27095
post_layernorm,5,0,2,7665
gate,5,0,2,69534
expert.w1,5,0,2,17712
expert.w3,5,0,2,17433
act_fn,5,0,2,3863
expert.w2,5,0,2,13688
final_layernorm,5,0,2,7527
lm_head,5,0,2,185026
embedding,6,0,2,5197
input_layernorm,6,0,2,7556
q_proj,6,0,2,33030
k_proj,6,0,2,11809
v_proj,6,0,2,11186
rope,6,0,2,36411
attn,6,0,2,4984
o_proj,6,0,2,27383
post_layernorm,6,0,2,7902
gate,6,0,2,71018
expert.w1,6,0,2,18005
expert.w3,6,0,2,17750
act_fn,6,0,2,4029
expert.w2,6,0,2,13818
final_layernorm,6,0,2,7762
lm_head,6,0,2,185563
embedding,7,0,2,5764
input_layernorm,7,0,2,7603
q_proj,7,0,2,33129
k_proj,7,0,2,11818
v_proj,7,0,2,11192
rope,7,0,2,36303
attn,7,0,2,4984
o_proj,7,0,2,27551
post_layernorm,7,0,2,7924
gate,7,0,2,71833
expert.w1,7,0,2,18040
expert.w3,7,0,2,17692
act_fn,7,0,2,4063
expert.w2,7,0,2,13851
final_layernorm,7,0,2,7787
lm_head,7,0,2,185727
embedding,8,0,2,6085
input_layernorm,8,0,2,7376
q_proj,8,0,2,32803
k_proj,8,0,2,11643
v_proj,8,0,2,11008
rope,8,0,2,35192
attn,8,0,2,4822
o_proj,8,0,2,27304
post_layernorm,8,0,2,7730
gate,8,0,2,68907
expert.w1,8,0,2,17825
expert.w3,8,0,2,17572
act_fn,8,0,2,3766
expert.w2,8,0,2,13794
final_layernorm,8,0,2,7593
lm_head,8,0,2,185302
embedding,9,0,2,6905
input_layernorm,9,0,2,7613
q_proj,9,0,2,33307
k_proj,9,0,2,11857
v_proj,9,0,2,11235
rope,9,0,2,36359
attn,9,0,2,5001
o_proj,9,0,2,27369
post_layernorm,9,0,2,7943
gate,9,0,2,73632
expert.w1,9,0,2,18135
expert.w3,9,0,2,18172
act_fn,9,0,2,3867
expert.w2,9,0,2,13854
final_layernorm,9,0,2,7801
lm_head,9,0,2,186102
embedding,10,0,2,6787
input_layernorm,10,0,2,7248
q_proj,10,0,2,28016
k_proj,10,0,2,11658
v_proj,10,0,2,11018
rope,10,0,2,35106
attn,10,0,2,4808
o_proj,10,0,2,27475
post_layernorm,10,0,2,7591
gate,10,0,2,70625
expert.w1,10,0,2,17841
expert.w3,10,0,2,17570
act_fn,10,0,2,3612
expert.w2,10,0,2,13773
final_layernorm,10,0,2,7358
lm_head,10,0,2,185406
embedding,11,0,2,7825
input_layernorm,11,0,2,7513
q_proj,11,0,2,28229
k_proj,11,0,2,11875
v_proj,11,0,2,11257
rope,11,0,2,36429
attn,11,0,2,5005
o_proj,11,0,2,27585
post_layernorm,11,0,2,7843
gate,11,0,2,73422
expert.w1,11,0,2,18208
expert.w3,11,0,2,17752
act_fn,11,0,2,3687
expert.w2,11,0,2,13861
final_layernorm,11,0,2,7629
lm_head,11,0,2,185586
embedding,12,0,2,8351
input_layernorm,12,0,2,7492
q_proj,12,0,2,28257
k_proj,12,0,2,11874
v_proj,12,0,2,11269
rope,12,0,2,36553
attn,12,0,2,4981
o_proj,12,0,2,27640
post_layernorm,12,0,2,7848
gate,12,0,2,72795
expert.w1,12,0,2,18186
expert.w3,12,0,2,18085
act_fn,12,0,2,3749
expert.w2,12,0,2,14001
final_layernorm,12,0,2,7699
lm_head,12,0,2,186015
embedding,13,0,2,8635
input_layernorm,13,0,2,7277
q_proj,13,0,2,28232
k_proj,13,0,2,11719
v_proj,13,0,2,11082
rope,13,0,2,35157
attn,13,0,2,4806
o_proj,13,0,2,27695
post_layernorm,13,0,2,7598
gate,13,0,2,70956
expert.w1,13,0,2,17972
expert.w3,13,0,2,17634
act_fn,13,0,2,3541
expert.w2,13,0,2,13931
final_layernorm,13,0,2,7473
lm_head,13,0,2,185507
embedding,14,0,2,9543
input_layernorm,14,0,2,7522
q_proj,14,0,2,28406
k_proj,14,0,2,11932
v_proj,14,0,2,11317
rope,14,0,2,36489
attn,14,0,2,5018
o_proj,14,0,2,27837
post_layernorm,14,0,2,7829
gate,14,0,2,73285
expert.w1,14,0,2,18250
expert.w3,14,0,2,17937
act_fn,14,0,2,3714
expert.w2,14,0,2,14004
final_layernorm,14,0,2,7708
lm_head,14,0,2,185804
embedding,15,0,2,9980
input_layernorm,15,0,2,7540
q_proj,15,0,2,28593
k_proj,15,0,2,11942
v_proj,15,0,2,11355
rope,15,0,2,36366
attn,15,0,2,5033
o_proj,15,0,2,27910
post_layernorm,15,0,2,7825
gate,15,0,2,73723
expert.w1,15,0,2,18269
expert.w3,15,0,2,17919
act_fn,15,0,2,3721
expert.w2,15,0,2,14008
final_layernorm,15,0,2,7721
lm_head,15,0,2,186330
embedding,16,0,2,10198
input_layernorm,16,0,2,7294
q_proj,16,0,2,28287
k_proj,16,0,2,12013
v_proj,16,0,2,11396
rope,16,0,2,35232
attn,16,0,2,4841
o_proj,16,0,2,27513
post_layernorm,16,0,2,7603
gate,16,0,2,70611
expert.w1,16,0,2,18033
expert.w3,16,0,2,17610
act_fn,16,0,2,3666
expert.w2,16,0,2,13873
final_layernorm,16,0,2,7495
lm_head,16,0,2,186066
embedding,17,0,2,3099
input_layernorm,17,0,2,7461
q_proj,17,0,2,31101
k_proj,17,0,2,11272
v_proj,17,0,2,10906
rope,17,0,2,36596
attn,17,0,2,5092
o_proj,17,0,2,28097
post_layernorm,17,0,2,7754
gate,17,0,2,66834
expert.w1,17,0,2,16608
expert.w3,17,0,2,16214
act_fn,17,0,2,4010
expert.w2,17,0,2,14608
final_layernorm,17,0,2,7619
lm_head,17,0,2,198946
embedding,18,0,2,3082
input_layernorm,18,0,2,7295
q_proj,18,0,2,30961
k_proj,18,0,2,11127
v_proj,18,0,2,10770
rope,18,0,2,35616
attn,18,0,2,4959
o_proj,18,0,2,27950
post_layernorm,18,0,2,7572
gate,18,0,2,64246
expert.w1,18,0,2,16552
expert.w3,18,0,2,16028
act_fn,18,0,2,3786
expert.w2,18,0,2,14446
final_layernorm,18,0,2,7360
lm_head,18,0,2,199227
embedding,19,0,2,3164
input_layernorm,19,0,2,7225
q_proj,19,0,2,30913
k_proj,19,0,2,11092
v_proj,19,0,2,10717
rope,19,0,2,35371
attn,19,0,2,4924
o_proj,19,0,2,27926
post_layernorm,19,0,2,7485
gate,19,0,2,64166
expert.w1,19,0,2,16496
expert.w3,19,0,2,15883
act_fn,19,0,2,3694
expert.w2,19,0,2,14474
final_layernorm,19,0,2,7354
lm_head,19,0,2,199167
embedding,20,0,2,3178
input_layernorm,20,0,2,7446
q_proj,20,0,2,31259
k_proj,20,0,2,11317
v_proj,20,0,2,10941
rope,20,0,2,36826
attn,20,0,2,5090
o_proj,20,0,2,28250
post_layernorm,20,0,2,7730
gate,20,0,2,65991
expert.w1,20,0,2,16740
expert.w3,20,0,2,16190
act_fn,20,0,2,3758
expert.w2,20,0,2,14522
final_layernorm,20,0,2,7519
lm_head,20,0,2,200674
embedding,21,0,2,3101
input_layernorm,21,0,2,7260
q_proj,21,0,2,31116
k_proj,21,0,2,11107
v_proj,21,0,2,10782
rope,21,0,2,35494
attn,21,0,2,4941
o_proj,21,0,2,28114
post_layernorm,21,0,2,7524
gate,21,0,2,64231
expert.w1,21,0,2,16496
expert.w3,21,0,2,15987
act_fn,21,0,2,3699
expert.w2,21,0,2,14636
final_layernorm,21,0,2,7308
lm_head,21,0,2,200820
embedding,22,0,2,3667
input_layernorm,22,0,2,7467
q_proj,22,0,2,31410
k_proj,22,0,2,11300
v_proj,22,0,2,10978
rope,22,0,2,36562
attn,22,0,2,5163
o_proj,22,0,2,28345
post_layernorm,22,0,2,7760
gate,22,0,2,66478
expert.w1,22,0,2,16776
expert.w3,22,0,2,16281
act_fn,22,0,2,3784
expert.w2,22,0,2,14626
final_layernorm,22,0,2,7565
lm_head,22,0,2,197490
embedding,23,0,2,3610
input_layernorm,23,0,2,7479
q_proj,23,0,2,31520
k_proj,23,0,2,11317
v_proj,23,0,2,11046
rope,23,0,2,36648
attn,23,0,2,5169
o_proj,23,0,2,28449
post_layernorm,23,0,2,7774
gate,23,0,2,66805
expert.w1,23,0,2,16819
expert.w3,23,0,2,16333
act_fn,23,0,2,3729
expert.w2,23,0,2,14817
final_layernorm,23,0,2,7556
lm_head,23,0,2,196815
embedding,24,0,2,3658
input_layernorm,24,0,2,7261
q_proj,24,0,2,31262
k_proj,24,0,2,11141
v_proj,24,0,2,10847
rope,24,0,2,35577
attn,24,0,2,4943
o_proj,24,0,2,28212
post_layernorm,24,0,2,7565
gate,24,0,2,63894
expert.w1,24,0,2,16752
expert.w3,24,0,2,16203
act_fn,24,0,2,3579
expert.w2,24,0,2,14501
final_layernorm,24,0,2,7305
lm_head,24,0,2,197228
embedding,25,0,2,3770
input_layernorm,25,0,2,7525
q_proj,25,0,2,31767
k_proj,25,0,2,11345
v_proj,25,0,2,11081
rope,25,0,2,36899
attn,25,0,2,5186
o_proj,25,0,2,28490
post_layernorm,25,0,2,7819
gate,25,0,2,68833
expert.w1,25,0,2,17014
expert.w3,25,0,2,16396
act_fn,25,0,2,3776
expert.w2,25,0,2,14646
final_layernorm,25,0,2,7579
lm_head,25,0,2,199913
embedding,26,0,2,3669
input_layernorm,26,0,2,7393
q_proj,26,0,2,31568
k_proj,26,0,2,11244
v_proj,26,0,2,10943
rope,26,0,2,35971
attn,26,0,2,5090
o_proj,26,0,2,28298
post_layernorm,26,0,2,7695
gate,26,0,2,66735
expert.w1,26,0,2,16857
expert.w3,26,0,2,16386
act_fn,26,0,2,3586
expert.w2,26,0,2,14565
final_layernorm,26,0,2,7462
lm_head,26,0,2,198772
embedding,27,0,2,3626
input_layernorm,27,0,2,7285
q_proj,27,0,2,31686
k_proj,27,0,2,11139
v_proj,27,0,2,10897
rope,27,0,2,35382
attn,27,0,2,5003
o_proj,27,0,2,28341
post_layernorm,27,0,2,7568
gate,27,0,2,66324
expert.w1,27,0,2,16737
expert.w3,27,0,2,16513
act_fn,27,0,2,3436
expert.w2,27,0,2,14594
final_layernorm,27,0,2,7409
lm_head,27,0,2,187917
embedding,28,0,2,3770
input_layernorm,28,0,2,7523
q_proj,28,0,2,32021
k_proj,28,0,2,11395
v_proj,28,0,2,11361
rope,28,0,2,37082
attn,28,0,2,5178
o_proj,28,0,2,28422
post_layernorm,28,0,2,7829
gate,28,0,2,68102
expert.w1,28,0,2,15596
expert.w3,28,0,2,15106
act_fn,28,0,2,3814
expert.w2,28,0,2,14512
final_layernorm,28,0,2,7748
lm_head,28,0,2,186433
embedding,29,0,2,3717
input_layernorm,29,0,2,7300
q_proj,29,0,2,31791
k_proj,29,0,2,11218
v_proj,29,0,2,11219
rope,29,0,2,35742
attn,29,0,2,5046
o_proj,29,0,2,28464
post_layernorm,29,0,2,7640
gate,29,0,2,66497
expert.w1,29,0,2,15401
expert.w3,29,0,2,15051
act_fn,29,0,2,3694
expert.w2,29,0,2,14260
final_layernorm,29,0,2,7526
lm_head,29,0,2,185941
embedding,30,0,2,3819
input_layernorm,30,0,2,7555
q_proj,30,0,2,32190
k_proj,30,0,2,11428
v_proj,30,0,2,11385
rope,30,0,2,37020
attn,30,0,2,5248
o_proj,30,0,2,28561
