regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
mixed,16,2,0.125,4.0,2048,8192,256,1024,352,7730.608,7940.557,7776.431,0.2183
mixed,16,2,0.125,4.0,2048,8192,512,2048,704,7826.343,8355.382,7894.266,0.1284
mixed,16,2,0.125,4.0,2048,8192,1024,4096,1408,8104.031,9114.463,8115.491,0.0113
mixed,16,2,0.125,4.0,2048,8192,2048,8192,2816,8646.253,10608.779,8647.331,0.0005
mixed,16,2,0.125,4.0,2048,8192,4096,16384,5632,9707.731,14105.95,10259.575,0.1255
pure,16,3,0.1875,4.0,0,0,128,512,200,90.209,186.081,92.29,0.0217
pure,16,3,0.1875,4.0,0,0,256,1024,400,147.97,299.361,148.257,0.0019
pure,16,3,0.1875,4.0,0,0,512,2048,800,250.403,518.597,249.697,-0.0026
pure,16,3,0.1875,4.0,0,0,1024,4096,1600,419.619,942.89,426.723,0.0136
pure,16,3,0.1875,4.0,0,0,2048,8192,3200,751.336,1787.63,769.511,0.0175
pure,16,3,0.1875,4.0,0,0,4096,16384,6400,1414.511,3475.759,1442.988,0.0138
mixed,16,3,0.1875,4.0,16,0,128,512,200,156.225,300.226,194.66,0.2669
mixed,16,3,0.1875,4.0,16,0,256,1024,400,254.882,491.462,312.77,0.2447
mixed,16,3,0.1875,4.0,16,0,512,2048,800,397.695,874.886,510.627,0.2367
mixed,16,3,0.1875,4.0,16,0,1024,4096,1600,687.208,1643.149,944.171,0.2688
mixed,16,3,0.1875,4.0,16,0,2048,8192,3200,1308.158,3208.565,1804.263,0.2611
mixed,16,3,0.1875,4.0,16,0,4096,16384,6400,2522.413,6321.158,3544.53,0.2691
mixed,16,3,0.1875,4.0,16,512,128,512,200,195.52,333.347,201.729,0.045
mixed,16,3,0.1875,4.0,16,512,256,1024,400,286.982,564.647,318.147,0.1122
mixed,16,3,0.1875,4.0,16,512,512,2048,800,450.18,970.345,538.595,0.17
mixed,16,3,0.1875,4.0,16,512,1024,4096,1600,782.118,1737.295,961.192,0.1875
mixed,16,3,0.1875,4.0,16,512,2048,8192,3200,1400.521,3280.654,1814.542,0.2202
mixed,16,3,0.1875,4.0,16,512,4096,16384,6400,2603.199,6368.925,3544.701,0.25
mixed,16,3,0.1875,4.0,16,1024,128,512,200,243.841,379.909,265.312,0.1578
mixed,16,3,0.1875,4.0,16,1024,256,1024,400,335.011,570.241,324.003,-0.0468
mixed,16,3,0.1875,4.0,16,1024,512,2048,800,476.996,1042.381,538.661,0.1091
mixed,16,3,0.1875,4.0,16,1024,1024,4096,1600,807.43,1832.996,967.975,0.1565
mixed,16,3,0.1875,4.0,16,1024,2048,8192,3200,1496.369,3374.236,1818.986,0.1718
mixed,16,3,0.1875,4.0,16,1024,4096,16384,6400,2695.992,6439.002,3543.767,0.2265
mixed,16,3,0.1875,4.0,16,2048,128,512,200,339.06,475.533,360.852,0.1597
mixed,16,3,0.1875,4.0,16,2048,256,1024,400,431.82,664.299,423.097,-0.0375
mixed,16,3,0.1875,4.0,16,2048,512,2048,800,573.517,1047.998,556.014,-0.0369
mixed,16,3,0.1875,4.0,16,2048,1024,4096,1600,859.589,1990.526,968.883,0.0966
mixed,16,3,0.1875,4.0,16,2048,2048,8192,3200,1575.543,3562.304,1823.381,0.1247
mixed,16,3,0.1875,4.0,16,2048,4096,16384,6400,2881.656,6637.769,3542.222,0.1759
mixed,16,3,0.1875,4.0,16,4096,128,512,200,527.615,666.376,549.184,0.1554
mixed,16,3,0.1875,4.0,16,4096,256,1024,400,621.8,856.071,612.608,-0.0392
mixed,16,3,0.1875,4.0,16,4096,512,2048,800,764.221,1235.318,754.717,-0.0202
mixed,16,3,0.1875,4.0,16,4096,1024,4096,1600,1051.131,2024.061,1031.618,-0.0201
mixed,16,3,0.1875,4.0,16,4096,2048,8192,3200,1666.792,3922.534,1827.645,0.0713
mixed,16,3,0.1875,4.0,16,4096,4096,16384,6400,3063.079,7150.627,3571.97,0.1245
mixed,16,3,0.1875,4.0,16,8192,128,512,200,906.331,1044.445,928.753,0.1623
mixed,16,3,0.1875,4.0,16,8192,256,1024,400,998.462,1235.743,989.753,-0.0367
mixed,16,3,0.1875,4.0,16,8192,512,2048,800,1141.269,1618.589,1132.509,-0.0184
mixed,16,3,0.1875,4.0,16,8192,1024,4096,1600,1431.475,2399.38,1429.187,-0.0024
mixed,16,3,0.1875,4.0,16,8192,2048,8192,3200,2051.386,3992.27,1986.206,-0.0336
mixed,16,3,0.1875,4.0,16,8192,4096,16384,6400,3298.18,7786.48,3584.913,0.0639
mixed,16,3,0.1875,4.0,32,0,128,512,200,156.032,300.958,194.624,0.2663
mixed,16,3,0.1875,4.0,32,0,256,1024,400,255.167,492.349,311.04,0.2356
mixed,16,3,0.1875,4.0,32,0,512,2048,800,398.656,878.046,511.613,0.2356
mixed,16,3,0.1875,4.0,32,0,1024,4096,1600,687.55,1642.882,938.622,0.2628
mixed,16,3,0.1875,4.0,32,0,2048,8192,3200,1307.354,3210.022,1804.506,0.2613
mixed,16,3,0.1875,4.0,32,0,4096,16384,6400,2525.612,6324.564,3547.867,0.2691
mixed,16,3,0.1875,4.0,32,512,128,512,200,196.416,334.081,201.759,0.0388
mixed,16,3,0.1875,4.0,32,512,256,1024,400,287.262,565.247,317.823,0.1099
mixed,16,3,0.1875,4.0,32,512,512,2048,800,450.046,971.741,538.146,0.1689
mixed,16,3,0.1875,4.0,32,512,1024,4096,1600,783.325,1739.04,961.859,0.1868
mixed,16,3,0.1875,4.0,32,512,2048,8192,3200,1403.065,3282.566,1818.046,0.2208
mixed,16,3,0.1875,4.0,32,512,4096,16384,6400,2605.323,6366.793,3544.261,0.2496
mixed,16,3,0.1875,4.0,32,1024,128,512,200,244.576,380.315,265.087,0.1511
mixed,16,3,0.1875,4.0,32,1024,256,1024,400,335.233,570.813,324.192,-0.0469
mixed,16,3,0.1875,4.0,32,1024,512,2048,800,477.374,1040.217,540.638,0.1124
mixed,16,3,0.1875,4.0,32,1024,1024,4096,1600,808.246,1830.755,965.311,0.1536
mixed,16,3,0.1875,4.0,32,1024,2048,8192,3200,1495.555,3364.957,1819.548,0.1733
mixed,16,3,0.1875,4.0,32,1024,4096,16384,6400,2701.396,6447.474,3542.027,0.2244
mixed,16,3,0.1875,4.0,32,2048,128,512,200,338.926,477.196,361.813,0.1655
mixed,16,3,0.1875,4.0,32,2048,256,1024,400,432.494,663.947,422.941,-0.0413
mixed,16,3,0.1875,4.0,32,2048,512,2048,800,573.92,1047.906,556.449,-0.0369
mixed,16,3,0.1875,4.0,32,2048,1024,4096,1600,861.407,1992.417,967.136,0.0935
mixed,16,3,0.1875,4.0,32,2048,2048,8192,3200,1576.159,3568.19,1825.081,0.125
mixed,16,3,0.1875,4.0,32,2048,4096,16384,6400,2883.615,6631.376,3543.509,0.1761
mixed,16,3,0.1875,4.0,32,4096,128,512,200,527.389,665.98,550.106,0.1639
mixed,16,3,0.1875,4.0,32,4096,256,1024,400,620.065,856.416,612.906,-0.0303
mixed,16,3,0.1875,4.0,32,4096,512,2048,800,764.603,1235.518,754.562,-0.0213
mixed,16,3,0.1875,4.0,32,4096,1024,4096,1600,1051.929,2026.548,1032.895,-0.0195
mixed,16,3,0.1875,4.0,32,4096,2048,8192,3200,1668.762,3931.971,1827.866,0.0703
mixed,16,3,0.1875,4.0,32,4096,4096,16384,6400,3064.499,7137.357,3564.978,0.1229
mixed,16,3,0.1875,4.0,32,8192,128,512,200,907.833,1043.074,928.255,0.151
mixed,16,3,0.1875,4.0,32,8192,256,1024,400,998.173,1232.795,989.359,-0.0376
mixed,16,3,0.1875,4.0,32,8192,512,2048,800,1142.639,1618.335,1132.749,-0.0208
mixed,16,3,0.1875,4.0,32,8192,1024,4096,1600,1431.457,2397.705,1430.401,-0.0011
mixed,16,3,0.1875,4.0,32,8192,2048,8192,3200,2052.822,3982.598,1989.557,-0.0328
mixed,16,3,0.1875,4.0,32,8192,4096,16384,6400,3296.001,7792.695,3585.411,0.0644
mixed,16,3,0.1875,4.0,64,0,128,512,200,156.512,303.835,195.506,0.2647
mixed,16,3,0.1875,4.0,64,0,256,1024,400,257.396,495.343,313.074,0.234
mixed,16,3,0.1875,4.0,64,0,512,2048,800,400.929,880.639,514.591,0.2369
mixed,16,3,0.1875,4.0,64,0,1024,4096,1600,691.679,1645.802,943.391,0.2638
mixed,16,3,0.1875,4.0,64,0,2048,8192,3200,1310.88,3209.122,1804.685,0.2601
mixed,16,3,0.1875,4.0,64,0,4096,16384,6400,2525.923,6324.34,3546.687,0.2687
mixed,16,3,0.1875,4.0,64,512,128,512,200,197.145,333.761,202.145,0.0366
mixed,16,3,0.1875,4.0,64,512,256,1024,400,289.15,564.863,318.526,0.1065
mixed,16,3,0.1875,4.0,64,512,512,2048,800,449.503,975.005,539.731,0.1717
mixed,16,3,0.1875,4.0,64,512,1024,4096,1600,785.244,1738.278,961.691,0.1851
mixed,16,3,0.1875,4.0,64,512,2048,8192,3200,1406.793,3281.929,1817.34,0.2189
mixed,16,3,0.1875,4.0,64,512,4096,16384,6400,2606.436,6374.55,3545.442,0.2492
mixed,16,3,0.1875,4.0,64,1024,128,512,200,245.591,380.658,266.711,0.1564
mixed,16,3,0.1875,4.0,64,1024,256,1024,400,337.84,571.875,323.922,-0.0595
mixed,16,3,0.1875,4.0,64,1024,512,2048,800,479.531,1040.882,541.223,0.1099
mixed,16,3,0.1875,4.0,64,1024,1024,4096,1600,808.444,1834.818,966.838,0.1543
mixed,16,3,0.1875,4.0,64,1024,2048,8192,3200,1498.548,3376.068,1818.806,0.1706
mixed,16,3,0.1875,4.0,64,1024,4096,16384,6400,2705.194,6450.506,3541.751,0.2234
mixed,16,3,0.1875,4.0,64,2048,128,512,200,341.297,478.571,362.928,0.1576
mixed,16,3,0.1875,4.0,64,2048,256,1024,400,433.773,665.961,424.617,-0.0394
mixed,16,3,0.1875,4.0,64,2048,512,2048,800,574.24,1049.66,557.863,-0.0344
mixed,16,3,0.1875,4.0,64,2048,1024,4096,1600,862.681,1991.942,968.536,0.0937
mixed,16,3,0.1875,4.0,64,2048,2048,8192,3200,1573.496,3563.282,1824.903,0.1263
mixed,16,3,0.1875,4.0,64,2048,4096,16384,6400,2892.104,6647.336,3542.835,0.1733
mixed,16,3,0.1875,4.0,64,4096,128,512,200,529.418,667.907,551.334,0.1583
mixed,16,3,0.1875,4.0,64,4096,256,1024,400,623.363,858.172,613.251,-0.0431
mixed,16,3,0.1875,4.0,64,4096,512,2048,800,765.085,1236.907,757.666,-0.0157
mixed,16,3,0.1875,4.0,64,4096,1024,4096,1600,1053.079,2025.849,1031.064,-0.0226
mixed,16,3,0.1875,4.0,64,4096,2048,8192,3200,1669.054,3932.76,1828.568,0.0705
mixed,16,3,0.1875,4.0,64,4096,4096,16384,6400,3066.85,7165.556,3572.479,0.1234
mixed,16,3,0.1875,4.0,64,8192,128,512,200,908.576,1045.195,930.038,0.1571
mixed,16,3,0.1875,4.0,64,8192,256,1024,400,1001.143,1236.774,991.164,-0.0424
mixed,16,3,0.1875,4.0,64,8192,512,2048,800,1142.291,1621.309,1132.851,-0.0197
mixed,16,3,0.1875,4.0,64,8192,1024,4096,1600,1433.028,2400.02,1430.628,-0.0025
mixed,16,3,0.1875,4.0,64,8192,2048,8192,3200,2052.522,3999.199,1987.555,-0.0334
mixed,16,3,0.1875,4.0,64,8192,4096,16384,6400,3296.649,7778.562,3586.898,0.0648
mixed,16,3,0.1875,4.0,128,0,128,512,200,159.77,319.284,204.311,0.2792
mixed,16,3,0.1875,4.0,128,0,256,1024,400,273.235,510.831,317.502,0.1863
mixed,16,3,0.1875,4.0,128,0,512,2048,800,416.209,893.212,534.861,0.2487
mixed,16,3,0.1875,4.0,128,0,1024,4096,1600,704.449,1659.808,955.361,0.2626
mixed,16,3,0.1875,4.0,128,0,2048,8192,3200,1323.693,3219.425,1817.699,0.2606
mixed,16,3,0.1875,4.0,128,0,4096,16384,6400,2537.008,6331.498,3553.885,0.268
mixed,16,3,0.1875,4.0,128,512,128,512,200,205.851,338.776,230.644,0.1865
mixed,16,3,0.1875,4.0,128,512,256,1024,400,294.742,571.026,334.259,0.143
mixed,16,3,0.1875,4.0,128,512,512,2048,800,456.433,989.531,551.068,0.1775
mixed,16,3,0.1875,4.0,128,512,1024,4096,1600,798.598,1754.532,971.197,0.1806
mixed,16,3,0.1875,4.0,128,512,2048,8192,3200,1417.91,3322.39,1827.538,0.2151
mixed,16,3,0.1875,4.0,128,512,4096,16384,6400,2632.824,6411.305,3555.522,0.2442
mixed,16,3,0.1875,4.0,128,1024,128,512,200,275.74,388.129,296.894,0.1882
mixed,16,3,0.1875,4.0,128,1024,256,1024,400,348.255,578.424,363.005,0.0641
mixed,16,3,0.1875,4.0,128,1024,512,2048,800,486.143,1049.95,564.672,0.1393
mixed,16,3,0.1875,4.0,128,1024,1024,4096,1600,815.837,1849.182,979.549,0.1584
mixed,16,3,0.1875,4.0,128,1024,2048,8192,3200,1515.804,3415.328,1831.661,0.1663
mixed,16,3,0.1875,4.0,128,1024,4096,16384,6400,2729.813,6526.397,3552.444,0.2167
mixed,16,3,0.1875,4.0,128,2048,128,512,200,375.04,542.527,405.638,0.1827
mixed,16,3,0.1875,4.0,128,2048,256,1024,400,487.682,674.843,475.325,-0.066
mixed,16,3,0.1875,4.0,128,2048,512,2048,800,606.496,1057.241,622.112,0.0346
mixed,16,3,0.1875,4.0,128,2048,1024,4096,1600,870.365,2003.269,1048.696,0.1574
mixed,16,3,0.1875,4.0,128,2048,2048,8192,3200,1585.721,3601.084,1841.235,0.1268
mixed,16,3,0.1875,4.0,128,2048,4096,16384,6400,2912.554,6732.372,3557.171,0.1688
mixed,16,3,0.1875,4.0,128,4096,128,512,200,564.732,736.995,594.691,0.1739
mixed,16,3,0.1875,4.0,128,4096,256,1024,400,680.323,968.321,690.078,0.0339
mixed,16,3,0.1875,4.0,128,4096,512,2048,800,856.77,1249.46,873.316,0.0421
mixed,16,3,0.1875,4.0,128,4096,1024,4096,1600,1129.026,2033.461,1145.337,0.018
mixed,16,3,0.1875,4.0,128,4096,2048,8192,3200,1682.653,3972.284,2007.289,0.1418
mixed,16,3,0.1875,4.0,128,4096,4096,16384,6400,3076.13,7246.037,3600.949,0.1259
mixed,16,3,0.1875,4.0,128,8192,128,512,200,948.122,1115.929,974.589,0.1577
mixed,16,3,0.1875,4.0,128,8192,256,1024,400,1058.91,1354.74,1070.669,0.0397
mixed,16,3,0.1875,4.0,128,8192,512,2048,800,1235.909,1826.431,1259.881,0.0406
mixed,16,3,0.1875,4.0,128,8192,1024,4096,1600,1596.44,2412.295,1633.183,0.045
mixed,16,3,0.1875,4.0,128,8192,2048,8192,3200,2194.27,4003.952,2194.038,-0.0001
mixed,16,3,0.1875,4.0,128,8192,4096,16384,6400,3308.318,7901.038,3960.398,0.142
mixed,16,3,0.1875,4.0,256,0,128,512,200,184.193,344.479,233.792,0.3094
mixed,16,3,0.1875,4.0,256,0,256,1024,400,291.295,569.536,340.608,0.1772
mixed,16,3,0.1875,4.0,256,0,512,2048,800,462.878,951.04,558.241,0.1954
mixed,16,3,0.1875,4.0,256,0,1024,4096,1600,765.374,1716.638,978.813,0.2244
mixed,16,3,0.1875,4.0,256,0,2048,8192,3200,1383.486,3266.114,1837.28,0.241
mixed,16,3,0.1875,4.0,256,0,4096,16384,6400,2589.455,6362.532,3567.174,0.2591
mixed,16,3,0.1875,4.0,256,512,128,512,200,266.878,389.697,287.233,0.1657
mixed,16,3,0.1875,4.0,256,512,256,1024,400,350.018,595.582,385.02,0.1425
mixed,16,3,0.1875,4.0,256,512,512,2048,800,488.545,1059.169,614.459,0.2207
mixed,16,3,0.1875,4.0,256,512,1024,4096,1600,828.447,1860.876,1035.621,0.2007
mixed,16,3,0.1875,4.0,256,512,2048,8192,3200,1526.88,3408.415,1882.784,0.1892
mixed,16,3,0.1875,4.0,256,512,4096,16384,6400,2731.678,6486.869,3602.905,0.232
mixed,16,3,0.1875,4.0,256,1024,128,512,200,348.322,473.566,367.552,0.1535
mixed,16,3,0.1875,4.0,256,1024,256,1024,400,431.188,626.378,433.975,0.0143
mixed,16,3,0.1875,4.0,256,1024,512,2048,800,562.375,1074.019,639.052,0.1499
mixed,16,3,0.1875,4.0,256,1024,1024,4096,1600,848.428,2001.468,1088.858,0.2085
mixed,16,3,0.1875,4.0,256,1024,2048,8192,3200,1596.212,3545.026,1954.644,0.1839
mixed,16,3,0.1875,4.0,256,1024,4096,16384,6400,2866.851,6634.456,3653.85,0.2089
mixed,16,3,0.1875,4.0,256,2048,128,512,200,505.387,645.736,523.441,0.1286
mixed,16,3,0.1875,4.0,256,2048,256,1024,400,605.574,805.737,595.979,-0.0479
mixed,16,3,0.1875,4.0,256,2048,512,2048,800,726.715,1102.239,728.417,0.0045
mixed,16,3,0.1875,4.0,256,2048,1024,4096,1600,987.804,2032.028,1168.235,0.1728
mixed,16,3,0.1875,4.0,256,2048,2048,8192,3200,1615.491,3837.581,2042.135,0.192
mixed,16,3,0.1875,4.0,256,2048,4096,16384,6400,3102.032,6952.455,3774.802,0.1747
mixed,16,3,0.1875,4.0,256,4096,128,512,200,837.915,962.45,860.029,0.1776
mixed,16,3,0.1875,4.0,256,4096,256,1024,400,913.252,1157.762,912.38,-0.0036
mixed,16,3,0.1875,4.0,256,4096,512,2048,800,1048.732,1473.827,1042.007,-0.0158
mixed,16,3,0.1875,4.0,256,4096,1024,4096,1600,1319.504,2062.215,1338.626,0.0257
mixed,16,3,0.1875,4.0,256,4096,2048,8192,3200,1875.608,4054.55,2221.512,0.1587
mixed,16,3,0.1875,4.0,256,4096,4096,16384,6400,3121.912,8006.139,3963.095,0.1722
mixed,16,3,0.1875,4.0,256,8192,128,512,200,1364.269,1599.26,1468.31,0.4427
mixed,16,3,0.1875,4.0,256,8192,256,1024,400,1596.704,1798.799,1589.049,-0.0379
mixed,16,3,0.1875,4.0,256,8192,512,2048,800,1697.811,2198.725,1672.294,-0.0509
mixed,16,3,0.1875,4.0,256,8192,1024,4096,1600,1938.589,2815.878,1946.343,0.0088
mixed,16,3,0.1875,4.0,256,8192,2048,8192,3200,2541.827,4012.861,2568.399,0.0181
mixed,16,3,0.1875,4.0,256,8192,4096,16384,6400,3635.096,8037.417,4376.983,0.1685
mixed,16,3,0.1875,4.0,512,0,128,512,200,269.973,412.715,300.055,0.2107
mixed,16,3,0.1875,4.0,512,0,256,1024,400,360.083,630.667,412.08,0.1922
mixed,16,3,0.1875,4.0,512,0,512,2048,800,525.066,1074.307,627.654,0.1868
mixed,16,3,0.1875,4.0,512,0,1024,4096,1600,852.582,1859.735,1056.345,0.2023
mixed,16,3,0.1875,4.0,512,0,2048,8192,3200,1523.986,3397.971,1905.923,0.2038
mixed,16,3,0.1875,4.0,512,0,4096,16384,6400,2724.03,6473.783,3622.507,0.2396
mixed,16,3,0.1875,4.0,512,512,128,512,200,396.913,527.533,417.904,0.1607
mixed,16,3,0.1875,4.0,512,512,256,1024,400,484.557,718.781,497.581,0.0556
mixed,16,3,0.1875,4.0,512,512,512,2048,800,615.724,1158.777,719.719,0.1915
mixed,16,3,0.1875,4.0,512,512,1024,4096,1600,941.115,2035.924,1151.905,0.1925
mixed,16,3,0.1875,4.0,512,512,2048,8192,3200,1638.415,3619.663,2016.617,0.1909
mixed,16,3,0.1875,4.0,512,512,4096,16384,6400,2949.078,6680.25,3713.957,0.205
mixed,16,3,0.1875,4.0,512,1024,128,512,200,517.713,653.671,540.393,0.1668
mixed,16,3,0.1875,4.0,512,1024,256,1024,400,610.214,819.108,610.604,0.0019
mixed,16,3,0.1875,4.0,512,1024,512,2048,800,744.706,1246.199,802.698,0.1156
mixed,16,3,0.1875,4.0,512,1024,1024,4096,1600,1027.93,2110.689,1259.347,0.2137
mixed,16,3,0.1875,4.0,512,1024,2048,8192,3200,1740.106,3857.219,2116.196,0.1776
mixed,16,3,0.1875,4.0,512,1024,4096,16384,6400,3129.842,6912.504,3832.883,0.1859
mixed,16,3,0.1875,4.0,512,2048,128,512,200,764.276,898.615,783.902,0.1461
mixed,16,3,0.1875,4.0,512,2048,256,1024,400,853.758,1079.523,852.992,-0.0034
mixed,16,3,0.1875,4.0,512,2048,512,2048,800,994.812,1401.891,996.354,0.0038
mixed,16,3,0.1875,4.0,512,2048,1024,4096,1600,1258.113,2297.156,1422.505,0.1582
mixed,16,3,0.1875,4.0,512,2048,2048,8192,3200,1920.127,4143.282,2303.001,0.1722
mixed,16,3,0.1875,4.0,512,2048,4096,16384,6400,3300.067,7717.8,4021.087,0.1632
mixed,16,3,0.1875,4.0,512,4096,128,512,200,1260.0,1392.505,1292.56,0.2457
mixed,16,3,0.1875,4.0,512,4096,256,1024,400,1348.772,1569.564,1348.668,-0.0005
mixed,16,3,0.1875,4.0,512,4096,512,2048,800,1477.024,1936.959,1489.116,0.0263
mixed,16,3,0.1875,4.0,512,4096,1024,4096,1600,1772.883,2541.178,1766.687,-0.0081
mixed,16,3,0.1875,4.0,512,4096,2048,8192,3200,2348.702,4528.364,2659.769,0.1427
mixed,16,3,0.1875,4.0,512,4096,4096,16384,6400,3598.65,9743.898,4416.759,0.1331
mixed,16,3,0.1875,4.0,512,8192,128,512,200,2015.064,2391.961,2080.116,0.1726
mixed,16,3,0.1875,4.0,512,8192,256,1024,400,2282.749,2551.78,2306.226,0.0873
mixed,16,3,0.1875,4.0,512,8192,512,2048,800,2484.279,2893.883,2479.109,-0.0126
mixed,16,3,0.1875,4.0,512,8192,1024,4096,1600,2750.135,3651.586,2756.41,0.007
mixed,16,3,0.1875,4.0,512,8192,2048,8192,3200,3366.907,4843.59,3283.308,-0.0566
mixed,16,3,0.1875,4.0,512,8192,4096,16384,6400,4465.974,8963.101,5152.829,0.1527
mixed,16,3,0.1875,4.0,1024,0,128,512,200,510.971,641.531,533.277,0.1708
mixed,16,3,0.1875,4.0,1024,0,256,1024,400,599.93,842.749,613.344,0.0552
mixed,16,3,0.1875,4.0,1024,0,512,2048,800,734.559,1278.875,836.859,0.1879
mixed,16,3,0.1875,4.0,1024,0,1024,4096,1600,1065.949,2145.825,1280.513,0.1987
mixed,16,3,0.1875,4.0,1024,0,2048,8192,3200,1766.635,3797.339,2136.477,0.1821
mixed,16,3,0.1875,4.0,1024,0,4096,16384,6400,3129.023,6855.486,3840.933,0.191
mixed,16,3,0.1875,4.0,1024,512,128,512,200,726.75,860.221,749.823,0.1729
mixed,16,3,0.1875,4.0,1024,512,256,1024,400,817.762,1035.703,819.423,0.0076
mixed,16,3,0.1875,4.0,1024,512,512,2048,800,950.559,1468.318,1019.876,0.1339
mixed,16,3,0.1875,4.0,1024,512,1024,4096,1600,1254.172,2332.863,1463.71,0.1943
mixed,16,3,0.1875,4.0,1024,512,2048,8192,3200,1958.323,4113.508,2340.551,0.1774
mixed,16,3,0.1875,4.0,1024,512,4096,16384,6400,3312.25,7358.214,4050.713,0.1825
mixed,16,3,0.1875,4.0,1024,1024,128,512,200,937.791,1075.612,961.273,0.1704
mixed,16,3,0.1875,4.0,1024,1024,256,1024,400,1029.374,1254.556,1033.177,0.0169
mixed,16,3,0.1875,4.0,1024,1024,512,2048,800,1168.541,1652.001,1193.533,0.0517
mixed,16,3,0.1875,4.0,1024,1024,1024,4096,1600,1424.864,2529.76,1647.775,0.2017
mixed,16,3,0.1875,4.0,1024,1024,2048,8192,3200,2145.149,4294.562,2529.662,0.1789
mixed,16,3,0.1875,4.0,1024,1024,4096,16384,6400,3495.136,8364.661,4248.135,0.1546
mixed,16,3,0.1875,4.0,1024,2048,128,512,200,1360.575,1496.019,1387.096,0.1958
mixed,16,3,0.1875,4.0,1024,2048,256,1024,400,1453.286,1687.143,1458.714,0.0232
mixed,16,3,0.1875,4.0,1024,2048,512,2048,800,1594.522,2036.165,1598.994,0.0101
mixed,16,3,0.1875,4.0,1024,2048,1024,4096,1600,1871.162,2887.842,1998.403,0.1252
mixed,16,3,0.1875,4.0,1024,2048,2048,8192,3200,2509.95,4679.79,2902.616,0.181
mixed,16,3,0.1875,4.0,1024,2048,4096,16384,6400,3896.186,10209.679,4653.898,0.12
mixed,16,3,0.1875,4.0,1024,4096,128,512,200,2163.805,2362.732,2208.075,0.2225
mixed,16,3,0.1875,4.0,1024,4096,256,1024,400,2315.81,2540.448,2316.747,0.0042
mixed,16,3,0.1875,4.0,1024,4096,512,2048,800,2444.925,2915.991,2449.981,0.0107
mixed,16,3,0.1875,4.0,1024,4096,1024,4096,1600,2739.384,3554.496,2748.799,0.0116
mixed,16,3,0.1875,4.0,1024,4096,2048,8192,3200,3310.714,5396.199,3610.147,0.1436
mixed,16,3,0.1875,4.0,1024,4096,4096,16384,6400,4622.813,9671.12,5392.878,0.1525
mixed,16,3,0.1875,4.0,1024,8192,128,512,200,3667.034,3956.255,3711.931,0.1552
mixed,16,3,0.1875,4.0,1024,8192,256,1024,400,3860.034,4257.341,3869.597,0.0241
mixed,16,3,0.1875,4.0,1024,8192,512,2048,800,4149.528,4615.002,4173.439,0.0514
mixed,16,3,0.1875,4.0,1024,8192,1024,4096,1600,4423.816,5367.979,4437.48,0.0145
mixed,16,3,0.1875,4.0,1024,8192,2048,8192,3200,5049.971,6593.09,5017.694,-0.0209
mixed,16,3,0.1875,4.0,1024,8192,4096,16384,6400,6141.795,10596.715,6836.547,0.156
mixed,16,3,0.1875,4.0,2048,0,128,512,200,1272.468,1407.258,1297.28,0.1841
mixed,16,3,0.1875,4.0,2048,0,256,1024,400,1361.667,1590.976,1366.302,0.0202
mixed,16,3,0.1875,4.0,2048,0,512,2048,800,1502.45,1991.657,1529.311,0.0549
mixed,16,3,0.1875,4.0,2048,0,1024,4096,1600,1775.886,2869.396,1988.963,0.1949
mixed,16,3,0.1875,4.0,2048,0,2048,8192,3200,2492.471,4610.777,2880.683,0.1833
mixed,16,3,0.1875,4.0,2048,0,4096,16384,6400,3842.827,9639.738,4613.545,0.133
mixed,16,3,0.1875,4.0,2048,512,128,512,200,1670.848,1808.477,1694.14,0.1692
mixed,16,3,0.1875,4.0,2048,512,256,1024,400,1761.581,1995.262,1769.932,0.0357
mixed,16,3,0.1875,4.0,2048,512,512,2048,800,1905.728,2366.846,1911.042,0.0115
mixed,16,3,0.1875,4.0,2048,512,1024,4096,1600,2176.552,3254.638,2357.053,0.1674
mixed,16,3,0.1875,4.0,2048,512,2048,8192,3200,2862.321,5005.778,3252.674,0.1821
mixed,16,3,0.1875,4.0,2048,512,4096,16384,6400,4235.226,10710.021,5007.929,0.1193
mixed,16,3,0.1875,4.0,2048,1024,128,512,200,2067.442,2207.69,2090.666,0.1656
mixed,16,3,0.1875,4.0,2048,1024,256,1024,400,2163.676,2397.965,2166.108,0.0104
mixed,16,3,0.1875,4.0,2048,1024,512,2048,800,2302.025,2759.781,2313.171,0.0243
mixed,16,3,0.1875,4.0,2048,1024,1024,4096,1600,2577.029,3619.172,2712.82,0.1303
mixed,16,3,0.1875,4.0,2048,1024,2048,8192,3200,3238.804,5395.979,3625.856,0.1794
mixed,16,3,0.1875,4.0,2048,1024,4096,16384,6400,4616.288,11467.58,5394.265,0.1136
mixed,16,3,0.1875,4.0,2048,2048,128,512,200,2861.187,3010.636,2883.193,0.1472
mixed,16,3,0.1875,4.0,2048,2048,256,1024,400,2961.265,3193.625,2959.549,-0.0074
mixed,16,3,0.1875,4.0,2048,2048,512,2048,800,3108.063,3565.183,3115.421,0.0161
mixed,16,3,0.1875,4.0,2048,2048,1024,4096,1600,3383.358,4369.991,3433.281,0.0506
mixed,16,3,0.1875,4.0,2048,2048,2048,8192,3200,3971.48,6167.373,4361.476,0.1776
