layer_name,input,kv_cache,tp_size,latency(ns)
embedding,1,0,1,2867
input_layernorm,1,0,1,17499
q_proj,1,0,1,16086
k_proj,1,0,1,8079
v_proj,1,0,1,8108
rope,1,0,1,26268
o_proj,1,0,1,15931
post_layernorm,1,0,1,17208
gate,1,0,1,42858
expert.w1,1,0,1,41762
expert.w3,1,0,1,39906
act_fn,1,0,1,4321
expert.w2,1,0,1,42978
final_layernorm,1,0,1,18085
lm_head,1,0,1,90466
embedding,2,0,1,3462
input_layernorm,2,0,1,20265
q_proj,2,0,1,16204
k_proj,2,0,1,8134
v_proj,2,0,1,8133
rope,2,0,1,30222
o_proj,2,0,1,16115
post_layernorm,2,0,1,19701
gate,2,0,1,43499
expert.w1,2,0,1,41189
expert.w3,2,0,1,39779
act_fn,2,0,1,4395
expert.w2,2,0,1,43129
final_layernorm,2,0,1,20817
lm_head,2,0,1,90820
embedding,3,0,1,4097
input_layernorm,3,0,1,20288
q_proj,3,0,1,16442
k_proj,3,0,1,8234
v_proj,3,0,1,8173
rope,3,0,1,30836
o_proj,3,0,1,16176
post_layernorm,3,0,1,19721
gate,3,0,1,43525
expert.w1,3,0,1,42276
expert.w3,3,0,1,40174
act_fn,3,0,1,4390
expert.w2,3,0,1,43318
final_layernorm,3,0,1,20863
lm_head,3,0,1,92985
embedding,4,0,1,4733
input_layernorm,4,0,1,21061
q_proj,4,0,1,16521
k_proj,4,0,1,8307
v_proj,4,0,1,8179
rope,4,0,1,31084
o_proj,4,0,1,16136
post_layernorm,4,0,1,20810
gate,4,0,1,43609
expert.w1,4,0,1,42163
expert.w3,4,0,1,40150
act_fn,4,0,1,4412
expert.w2,4,0,1,43329
final_layernorm,4,0,1,21635
lm_head,4,0,1,90859
embedding,5,0,1,5410
input_layernorm,5,0,1,21414
q_proj,5,0,1,16750
k_proj,5,0,1,8237
v_proj,5,0,1,8168
rope,5,0,1,30279
o_proj,5,0,1,16255
post_layernorm,5,0,1,20807
gate,5,0,1,44981
expert.w1,5,0,1,41763
expert.w3,5,0,1,39890
act_fn,5,0,1,4445
expert.w2,5,0,1,43561
final_layernorm,5,0,1,21805
lm_head,5,0,1,91214
embedding,6,0,1,6043
input_layernorm,6,0,1,21344
q_proj,6,0,1,16651
k_proj,6,0,1,8342
v_proj,6,0,1,8134
rope,6,0,1,31624
o_proj,6,0,1,16296
post_layernorm,6,0,1,20976
gate,6,0,1,44252
expert.w1,6,0,1,42270
expert.w3,6,0,1,40107
act_fn,6,0,1,4466
expert.w2,6,0,1,43893
final_layernorm,6,0,1,21646
lm_head,6,0,1,91459
embedding,7,0,1,6530
input_layernorm,7,0,1,21281
q_proj,7,0,1,16801
k_proj,7,0,1,8303
v_proj,7,0,1,8217
rope,7,0,1,32122
o_proj,7,0,1,16312
post_layernorm,7,0,1,21387
gate,7,0,1,45203
expert.w1,7,0,1,42072
expert.w3,7,0,1,40292
act_fn,7,0,1,4456
expert.w2,7,0,1,44022
final_layernorm,7,0,1,22028
lm_head,7,0,1,92003
embedding,8,0,1,7076
input_layernorm,8,0,1,23244
q_proj,8,0,1,14235
k_proj,8,0,1,8391
v_proj,8,0,1,8248
rope,8,0,1,32217
