layer_name,input,kv_cache,tp_size,latency(ns)
embedding,1,0,2,2894
input_layernorm,1,0,2,18536
q_proj,1,0,2,29672
k_proj,1,0,2,8725
v_proj,1,0,2,8135
rope,1,0,2,26199
attn,1,0,2,7139
o_proj,1,0,2,26537
post_layernorm,1,0,2,19358
gate_proj,1,0,2,80199
up_proj,1,0,2,79827
act_fn,1,0,2,4107
down_proj,1,0,2,79916
final_layernorm,1,0,2,18998
lm_head,1,0,2,712531
embedding,2,0,2,3440
input_layernorm,2,0,2,21027
q_proj,2,0,2,38349
k_proj,2,0,2,14372
v_proj,2,0,2,13796
rope,2,0,2,30470
attn,2,0,2,6893
o_proj,2,0,2,26106
post_layernorm,2,0,2,22020
gate_proj,2,0,2,85720
up_proj,2,0,2,85752
act_fn,2,0,2,4507
down_proj,2,0,2,80882
final_layernorm,2,0,2,21656
lm_head,2,0,2,713954
embedding,3,0,2,3952
input_layernorm,3,0,2,20982
q_proj,3,0,2,38380
k_proj,3,0,2,14392
v_proj,3,0,2,13851
rope,3,0,2,30532
attn,3,0,2,6894
o_proj,3,0,2,26217
post_layernorm,3,0,2,22048
gate_proj,3,0,2,85702
up_proj,3,0,2,85907
act_fn,3,0,2,4508
down_proj,3,0,2,80851
final_layernorm,3,0,2,21645
lm_head,3,0,2,715899
embedding,4,0,2,4521
input_layernorm,4,0,2,21786
q_proj,4,0,2,38397
k_proj,4,0,2,14407
v_proj,4,0,2,13842
rope,4,0,2,31263
attn,4,0,2,6895
o_proj,4,0,2,26145
post_layernorm,4,0,2,22917
gate_proj,4,0,2,85955
up_proj,4,0,2,86006
act_fn,4,0,2,4552
down_proj,4,0,2,81175
final_layernorm,4,0,2,22653
lm_head,4,0,2,717202
embedding,5,0,2,5187
input_layernorm,5,0,2,21771
q_proj,5,0,2,38380
k_proj,5,0,2,14415
v_proj,5,0,2,13858
rope,5,0,2,30662
attn,5,0,2,6914
o_proj,5,0,2,26272
post_layernorm,5,0,2,22894
gate_proj,5,0,2,86323
up_proj,5,0,2,86134
act_fn,5,0,2,4587
down_proj,5,0,2,81105
final_layernorm,5,0,2,22582
lm_head,5,0,2,718890
embedding,6,0,2,5770
input_layernorm,6,0,2,21916
q_proj,6,0,2,38415
k_proj,6,0,2,14448
v_proj,6,0,2,13851
rope,6,0,2,30994
attn,6,0,2,6917
o_proj,6,0,2,26270
post_layernorm,6,0,2,22888
gate_proj,6,0,2,102057
up_proj,6,0,2,102346
act_fn,6,0,2,4631
down_proj,6,0,2,81384
final_layernorm,6,0,2,22306
lm_head,6,0,2,720417
embedding,7,0,2,6265
input_layernorm,7,0,2,21956
q_proj,7,0,2,38520
k_proj,7,0,2,14449
v_proj,7,0,2,13887
rope,7,0,2,30855
attn,7,0,2,6928
o_proj,7,0,2,26390
post_layernorm,7,0,2,22948
gate_proj,7,0,2,102142
up_proj,7,0,2,102224
act_fn,7,0,2,4727
down_proj,7,0,2,81097
final_layernorm,7,0,2,22356
lm_head,7,0,2,720996
embedding,8,0,2,6821
input_layernorm,8,0,2,23531
q_proj,8,0,2,38576
k_proj,8,0,2,14531
