time_stats.attn_prefill.min,time_stats.attn_prefill.max,time_stats.attn_prefill.mean,time_stats.attn_prefill.median,time_stats.attn_prefill.std,time_stats.attn_decode.min,time_stats.attn_decode.max,time_stats.attn_decode.mean,time_stats.attn_decode.median,time_stats.attn_decode.std,n_embd,n_q_head,n_kv_head,num_tensor_parallel_workers,max_model_len,batch_size,prefill_chunk_size,kv_cache_size,is_prefill,attention_backend
0.00432,0.004864,0.00437446,0.004352000000000001,7.468767234289727e-05,,,,,,4096,32,8,1,131072,1,32,32,True,FLASH_ATTENTION
0.005856,0.005921,0.0058996199999999995,0.005888,1.9970868784306747e-05,,,,,,4096,32,8,1,131072,1,32,64,True,FLASH_ATTENTION
0.007423,0.007456000000000001,0.0074355,0.007424000000000001,1.5255490814785298e-05,,,,,,4096,32,8,1,131072,1,32,96,True,FLASH_ATTENTION
0.008959,0.009023999999999999,0.008983000000000001,0.008992000000000002,1.8167003054989435e-05,,,,,,4096,32,8,1,131072,1,32,128,True,FLASH_ATTENTION
0.010464000000000001,0.010528000000000001,0.01049994,0.010496,2.0799432684571083e-05,,,,,,4096,32,8,1,131072,1,32,160,True,FLASH_ATTENTION
0.012,0.012096,0.012045560000000002,0.012032000000000001,2.319927585076718e-05,,,,,,4096,32,8,1,131072,1,32,192,True,FLASH_ATTENTION
0.013504,0.013601000000000002,0.01356226,0.013568,2.3662468172191913e-05,,,,,,4096,32,8,1,131072,1,32,224,True,FLASH_ATTENTION
0.015071,0.015137000000000001,0.015102139999999997,0.015104,2.3471693590365337e-05,,,,,,4096,32,8,1,131072,1,32,256,True,FLASH_ATTENTION
0.016576,0.016672,0.01661692,0.016608,2.3969847725841307e-05,,,,,,4096,32,8,1,131072,1,32,288,True,FLASH_ATTENTION
0.01808,0.018177,0.01813132,0.018144,2.2157111725132375e-05,,,,,,4096,32,8,1,131072,1,32,320,True,FLASH_ATTENTION
0.019616,0.019713,0.0196711,0.01968,2.5704668836614497e-05,,,,,,4096,32,8,1,131072,1,32,352,True,FLASH_ATTENTION
0.02112,0.021216000000000002,0.021175120000000006,0.021184,2.2157292253342466e-05,,,,,,4096,32,8,1,131072,1,32,384,True,FLASH_ATTENTION
0.022656,0.022751999999999998,0.022700340000000003,0.0226885,2.2001463587679944e-05,,,,,,4096,32,8,1,131072,1,32,416,True,FLASH_ATTENTION
0.02416,0.024256,0.024210500000000003,0.0242075,2.230627714344018e-05,,,,,,4096,32,8,1,131072,1,32,448,True,FLASH_ATTENTION
0.025664000000000003,0.02576,0.0257178,0.025728,2.166748716395041e-05,,,,,,4096,32,8,1,131072,1,32,480,True,FLASH_ATTENTION
0.027168,0.027265,0.027229359999999998,0.027232,2.459980487727536e-05,,,,,,4096,32,8,1,131072,1,32,512,True,FLASH_ATTENTION
0.028704,0.028832,0.028753479999999998,0.028737,2.2385030712509935e-05,,,,,,4096,32,8,1,131072,1,32,544,True,FLASH_ATTENTION
0.030208,0.030303999999999998,0.030259739999999997,0.0302715,2.3039800346356982e-05,,,,,,4096,32,8,1,131072,1,32,576,True,FLASH_ATTENTION
0.031744,0.03184,0.03178068,0.031776,2.6291778182542635e-05,,,,,,4096,32,8,1,131072,1,32,608,True,FLASH_ATTENTION
0.033248,0.033345,0.0332833,0.033280000000000004,2.4201859432696763e-05,,,,,,4096,32,8,1,131072,1,32,640,True,FLASH_ATTENTION
0.034752000000000005,0.034849,0.03480072,0.0348155,2.2363398668360537e-05,,,,,,4096,32,8,1,131072,1,32,672,True,FLASH_ATTENTION
0.036256000000000004,0.036353,0.03629504000000001,0.036288,2.0564007391555597e-05,,,,,,4096,32,8,1,131072,1,32,704,True,FLASH_ATTENTION
0.03776,0.037857,0.0378215,0.037823999999999997,2.1081982828946737e-05,,,,,,4096,32,8,1,131072,1,32,736,True,FLASH_ATTENTION
0.039265,0.039392,0.03932936,0.039328,2.7821401833840613e-05,,,,,,4096,32,8,1,131072,1,32,768,True,FLASH_ATTENTION
0.040799999999999996,0.040865000000000005,0.040845660000000006,0.040833,1.9281711542287822e-05,,,,,,4096,32,8,1,131072,1,32,800,True,FLASH_ATTENTION
0.042304,0.0424,0.04235542000000001,0.042368,2.551320442437599e-05,,,,,,4096,32,8,1,131072,1,32,832,True,FLASH_ATTENTION
0.043808,0.043905,0.04387336,0.043872,2.298239326092974e-05,,,,,,4096,32,8,1,131072,1,32,864,True,FLASH_ATTENTION
0.045344,0.045441,0.04538242000000001,0.045376,2.2231590136559944e-05,,,,,,4096,32,8,1,131072,1,32,896,True,FLASH_ATTENTION
0.046816,0.04694400000000001,0.04686672,0.046880000000000005,2.6445445732678664e-05,,,,,,4096,32,8,1,131072,1,32,928,True,FLASH_ATTENTION
0.04832,0.048449,0.04838406,0.048384,2.6414700452588873e-05,,,,,,4096,32,8,1,131072,1,32,960,True,FLASH_ATTENTION
0.049856000000000004,0.049951999999999996,0.04988896,0.049888,2.5134008832655314e-05,,,,,,4096,32,8,1,131072,1,32,992,True,FLASH_ATTENTION
0.051359,0.051425,0.0513876,0.05139200000000001,2.3893932284158723e-05,,,,,,4096,32,8,1,131072,1,32,1024,True,FLASH_ATTENTION
0.052864,0.05296,0.052915220000000006,0.052927999999999996,2.5511793351310424e-05,,,,,,4096,32,8,1,131072,1,32,1056,True,FLASH_ATTENTION
0.054336,0.054496,0.05439685999999999,0.0544,2.8809033305543302e-05,,,,,,4096,32,8,1,131072,1,32,1088,True,FLASH_ATTENTION
0.05584000000000001,0.055969000000000005,0.055887639999999995,0.055873,2.6608088995642053e-05,,,,,,4096,32,8,1,131072,1,32,1120,True,FLASH_ATTENTION
0.057344,0.057472,0.057390260000000005,0.057377000000000004,3.0067796726731513e-05,,,,,,4096,32,8,1,131072,1,32,1152,True,FLASH_ATTENTION
0.058817,0.058976,0.05888667999999999,0.0588805,2.9983622196126256e-05,,,,,,4096,32,8,1,131072,1,32,1184,True,FLASH_ATTENTION
0.060319000000000005,0.060512,0.060390099999999995,0.060384,3.786568367268747e-05,,,,,,4096,32,8,1,131072,1,32,1216,True,FLASH_ATTENTION
0.061824,0.062016,0.061884259999999996,0.061888,3.866926945262907e-05,,,,,,4096,32,8,1,131072,1,32,1248,True,FLASH_ATTENTION
0.063359,0.06352000000000001,0.06339128,0.063392,3.535818999892427e-05,,,,,,4096,32,8,1,131072,1,32,1280,True,FLASH_ATTENTION
0.0648,0.06518399999999999,0.0648824,0.064864,6.397687082063182e-05,,,,,,4096,32,8,1,131072,1,32,1312,True,FLASH_ATTENTION
0.066304,0.066848,0.0663847,0.066368,9.895882982331507e-05,,,,,,4096,32,8,1,131072,1,32,1344,True,FLASH_ATTENTION
0.06780800000000001,0.06848,0.06789261999999999,0.067872,0.00011281398672150429,,,,,,4096,32,8,1,131072,1,32,1376,True,FLASH_ATTENTION
0.069312,0.07001600000000001,0.06944736000000001,0.0694405,0.00012623244590833453,,,,,,4096,32,8,1,131072,1,32,1408,True,FLASH_ATTENTION
0.07107200000000001,0.071744,0.0711431,0.071105,9.999604992198474e-05,,,,,,4096,32,8,1,131072,1,32,1440,True,FLASH_ATTENTION
0.07273600000000001,0.073375,0.07286229999999999,0.072801,0.00013032854637415336,,,,,,4096,32,8,1,131072,1,32,1472,True,FLASH_ATTENTION
0.074367,0.07494400000000001,0.07459646,0.07459199999999999,0.00018294154366901128,,,,,,4096,32,8,1,131072,1,32,1504,True,FLASH_ATTENTION
0.07615999999999999,0.076737,0.0764165,0.076449,0.00015400860365577046,,,,,,4096,32,8,1,131072,1,32,1536,True,FLASH_ATTENTION
0.077664,0.07827200000000001,0.07802018000000001,0.078112,0.00017870877874351916,,,,,,4096,32,8,1,131072,1,32,1568,True,FLASH_ATTENTION
0.079168,0.07971299999999999,0.07947622,0.07952,0.00014789797699765901,,,,,,4096,32,8,1,131072,1,32,1600,True,FLASH_ATTENTION
0.080736,0.081248,0.08100813999999999,0.081056,0.00013696904905853647,,,,,,4096,32,8,1,131072,1,32,1632,True,FLASH_ATTENTION
0.082209,0.08275199999999999,0.08253868,0.082592,0.00013787058279415477,,,,,,4096,32,8,1,131072,1,32,1664,True,FLASH_ATTENTION
0.08368,0.084256,0.08403097999999998,0.084064,0.00013534614734080763,,,,,,4096,32,8,1,131072,1,32,1696,True,FLASH_ATTENTION
0.085248,0.085761,0.08555313999999999,0.0856005,0.0001247070182467683,,,,,,4096,32,8,1,131072,1,32,1728,True,FLASH_ATTENTION
0.08672,0.087393,0.08705708,0.087073,0.00014160873419390602,,,,,,4096,32,8,1,131072,1,32,1760,True,FLASH_ATTENTION
0.08822400000000001,0.088832,0.0885528,0.0885765,0.0001229237161820276,,,,,,4096,32,8,1,131072,1,32,1792,True,FLASH_ATTENTION
0.08976,0.09030500000000001,0.0900822,0.09008100000000001,0.00012083161837863433,,,,,,4096,32,8,1,131072,1,32,1824,True,FLASH_ATTENTION
0.09120099999999999,0.091809,0.09158452,0.091616,0.00013023643729770897,,,,,,4096,32,8,1,131072,1,32,1856,True,FLASH_ATTENTION
0.092768,0.093312,0.09309552,0.09312000000000001,0.00010939949542845343,,,,,,4096,32,8,1,131072,1,32,1888,True,FLASH_ATTENTION
0.094304,0.09481600000000001,0.09462604,0.094656,0.00010399941538297371,,,,,,4096,32,8,1,131072,1,32,1920,True,FLASH_ATTENTION
0.095809,0.096351,0.09614554000000002,0.096161,0.00010199219774080738,,,,,,4096,32,8,1,131072,1,32,1952,True,FLASH_ATTENTION
0.09731300000000001,0.097889,0.09770298000000001,0.097728,0.00012010337047726812,,,,,,4096,32,8,1,131072,1,32,1984,True,FLASH_ATTENTION
0.09888,0.09939300000000001,0.09920416,0.099232,9.721735647506559e-05,,,,,,4096,32,8,1,131072,1,32,2016,True,FLASH_ATTENTION
0.006143,0.006304000000000001,0.00616964,0.006176,3.2662982105129406e-05,,,,,,4096,32,8,1,131072,1,64,64,True,FLASH_ATTENTION
