layer_name,input,kv_cache,tp_size,latency(ns)
embedding,1,0,2,2901
input_layernorm,1,0,2,17471
q_proj,1,0,2,10701
k_proj,1,0,2,7190
v_proj,1,0,2,7192
rope,1,0,2,24882
o_proj,1,0,2,8492
post_layernorm,1,0,2,17252
gate,1,0,2,42316
expert.w1,1,0,2,40414
expert.w3,1,0,2,40165
act_fn,1,0,2,4287
expert.w2,1,0,2,43093
final_layernorm,1,0,2,18151
lm_head,1,0,2,46944
embedding,2,0,2,3432
input_layernorm,2,0,2,20351
q_proj,2,0,2,10827
k_proj,2,0,2,7143
v_proj,2,0,2,7196
rope,2,0,2,28048
o_proj,2,0,2,8285
post_layernorm,2,0,2,19784
gate,2,0,2,43382
expert.w1,2,0,2,40759
expert.w3,2,0,2,40106
act_fn,2,0,2,4373
expert.w2,2,0,2,43256
final_layernorm,2,0,2,21059
lm_head,2,0,2,47616
embedding,3,0,2,4166
input_layernorm,3,0,2,20356
q_proj,3,0,2,10672
k_proj,3,0,2,7156
v_proj,3,0,2,7169
rope,3,0,2,29602
o_proj,3,0,2,8341
post_layernorm,3,0,2,20008
gate,3,0,2,44299
expert.w1,3,0,2,41290
expert.w3,3,0,2,39888
act_fn,3,0,2,4416
expert.w2,3,0,2,43349
final_layernorm,3,0,2,20696
lm_head,3,0,2,48239
embedding,4,0,2,4655
input_layernorm,4,0,2,21231
q_proj,4,0,2,10768
k_proj,4,0,2,7211
v_proj,4,0,2,7263
rope,4,0,2,28883
o_proj,4,0,2,8419
post_layernorm,4,0,2,20808
gate,4,0,2,44027
expert.w1,4,0,2,41251
expert.w3,4,0,2,39834
act_fn,4,0,2,4472
expert.w2,4,0,2,43696
final_layernorm,4,0,2,21544
lm_head,4,0,2,47334
embedding,5,0,2,5364
input_layernorm,5,0,2,21043
q_proj,5,0,2,10843
k_proj,5,0,2,7201
v_proj,5,0,2,7230
rope,5,0,2,29826
o_proj,5,0,2,8389
post_layernorm,5,0,2,20697
gate,5,0,2,44169
expert.w1,5,0,2,42199
expert.w3,5,0,2,40147
act_fn,5,0,2,4460
expert.w2,5,0,2,43941
final_layernorm,5,0,2,21951
lm_head,5,0,2,47431
embedding,6,0,2,5906
input_layernorm,6,0,2,20985
q_proj,6,0,2,10752
k_proj,6,0,2,7201
v_proj,6,0,2,7227
rope,6,0,2,30600
o_proj,6,0,2,8394
post_layernorm,6,0,2,20696
gate,6,0,2,44261
expert.w1,6,0,2,42363
expert.w3,6,0,2,40150
act_fn,6,0,2,4511
expert.w2,6,0,2,43698
final_layernorm,6,0,2,21913
lm_head,6,0,2,47934
embedding,7,0,2,6565
input_layernorm,7,0,2,21436
q_proj,7,0,2,10868
k_proj,7,0,2,7233
v_proj,7,0,2,7299
rope,7,0,2,30095
o_proj,7,0,2,8483
post_layernorm,7,0,2,20984
gate,7,0,2,44342
expert.w1,7,0,2,41448
expert.w3,7,0,2,40326
act_fn,7,0,2,4573
expert.w2,7,0,2,44014
final_layernorm,7,0,2,22049
lm_head,7,0,2,47962
embedding,8,0,2,7348
input_layernorm,8,0,2,23208
q_proj,8,0,2,10799
k_proj,8,0,2,7300
v_proj,8,0,2,7334
rope,8,0,2,29786
o_proj,8,0,2,8429
post_layernorm,8,0,2,22864
gate,8,0,2,43979
expert.w1,8,0,2,41443
expert.w3,8,0,2,40149
act_fn,8,0,2,4536
expert.w2,8,0,2,43807
final_layernorm,8,0,2,23496
lm_head,8,0,2,47955
embedding,9,0,2,7870
input_layernorm,9,0,2,23415
q_proj,9,0,2,10900
k_proj,9,0,2,7356
v_proj,9,0,2,7285
rope,9,0,2,30310
o_proj,9,0,2,8781
post_layernorm,9,0,2,22703
gate,9,0,2,45008
expert.w1,9,0,2,41778
expert.w3,9,0,2,40435
act_fn,9,0,2,4607
expert.w2,9,0,2,44036
final_layernorm,9,0,2,23737
lm_head,9,0,2,48412
embedding,10,0,2,8425
input_layernorm,10,0,2,23671
q_proj,10,0,2,10925
k_proj,10,0,2,7305
v_proj,10,0,2,7262
rope,10,0,2,30056
o_proj,10,0,2,8766
post_layernorm,10,0,2,22720
gate,10,0,2,45003
expert.w1,10,0,2,42236
expert.w3,10,0,2,40476
act_fn,10,0,2,4740
expert.w2,10,0,2,44132
final_layernorm,10,0,2,24016
lm_head,10,0,2,47325
embedding,11,0,2,9028
input_layernorm,11,0,2,23480
q_proj,11,0,2,10960
k_proj,11,0,2,7390
v_proj,11,0,2,7313
rope,11,0,2,31366
o_proj,11,0,2,8736
post_layernorm,11,0,2,22887
gate,11,0,2,44875
expert.w1,11,0,2,41815
expert.w3,11,0,2,40476
act_fn,11,0,2,4678
expert.w2,11,0,2,44288
final_layernorm,11,0,2,23971
lm_head,11,0,2,47466
embedding,12,0,2,9750
input_layernorm,12,0,2,24020
q_proj,12,0,2,10891
k_proj,12,0,2,7388
v_proj,12,0,2,7293
rope,12,0,2,31660
o_proj,12,0,2,8832
post_layernorm,12,0,2,22861
gate,12,0,2,45338
expert.w1,12,0,2,42515
expert.w3,12,0,2,40573
act_fn,12,0,2,4724
expert.w2,12,0,2,44198
final_layernorm,12,0,2,24125
lm_head,12,0,2,47881
embedding,13,0,2,10437
input_layernorm,13,0,2,23692
q_proj,13,0,2,10914
k_proj,13,0,2,7346
v_proj,13,0,2,7295
rope,13,0,2,31541
o_proj,13,0,2,8807
post_layernorm,13,0,2,23261
gate,13,0,2,45475
expert.w1,13,0,2,43006
expert.w3,13,0,2,40610
act_fn,13,0,2,4756
expert.w2,13,0,2,44562
final_layernorm,13,0,2,24168
lm_head,13,0,2,47710
embedding,14,0,2,11141
input_layernorm,14,0,2,23442
q_proj,14,0,2,10772
k_proj,14,0,2,7320
v_proj,14,0,2,7273
rope,14,0,2,31365
o_proj,14,0,2,8796
post_layernorm,14,0,2,22904
gate,14,0,2,45775
expert.w1,14,0,2,41820
expert.w3,14,0,2,40800
act_fn,14,0,2,4749
expert.w2,14,0,2,44424
final_layernorm,14,0,2,23841
lm_head,14,0,2,48086
embedding,15,0,2,11530
input_layernorm,15,0,2,23943
q_proj,15,0,2,11045
k_proj,15,0,2,7379
v_proj,15,0,2,7311
rope,15,0,2,31655
o_proj,15,0,2,8810
post_layernorm,15,0,2,23068
gate,15,0,2,45445
expert.w1,15,0,2,41844
expert.w3,15,0,2,40866
act_fn,15,0,2,4776
expert.w2,15,0,2,44364
final_layernorm,15,0,2,23951
lm_head,15,0,2,47824
embedding,16,0,2,11937
input_layernorm,16,0,2,27037
q_proj,16,0,2,10962
k_proj,16,0,2,7347
v_proj,16,0,2,7310
rope,16,0,2,31576
o_proj,16,0,2,8837
post_layernorm,16,0,2,26494
gate,16,0,2,44422
expert.w1,16,0,2,41990
expert.w3,16,0,2,40685
act_fn,16,0,2,4745
expert.w2,16,0,2,44431
final_layernorm,16,0,2,26977
lm_head,16,0,2,47960
embedding,17,0,2,3540
input_layernorm,17,0,2,26952
q_proj,17,0,2,11030
k_proj,17,0,2,7742
v_proj,17,0,2,7402
rope,17,0,2,31783
o_proj,17,0,2,8437
post_layernorm,17,0,2,26322
gate,17,0,2,45141
expert.w1,17,0,2,42384
expert.w3,17,0,2,41401
act_fn,17,0,2,4559
expert.w2,17,0,2,44759
final_layernorm,17,0,2,27269
lm_head,17,0,2,48138
embedding,18,0,2,3552
input_layernorm,18,0,2,27375
q_proj,18,0,2,11009
k_proj,18,0,2,7635
v_proj,18,0,2,7376
rope,18,0,2,32069
o_proj,18,0,2,8574
post_layernorm,18,0,2,26497
gate,18,0,2,45061
expert.w1,18,0,2,42282
expert.w3,18,0,2,41373
act_fn,18,0,2,4512
expert.w2,18,0,2,44829
final_layernorm,18,0,2,26992
lm_head,18,0,2,48991
embedding,19,0,2,3549
input_layernorm,19,0,2,27321
q_proj,19,0,2,11094
k_proj,19,0,2,7641
v_proj,19,0,2,7374
rope,19,0,2,32177
o_proj,19,0,2,8541
post_layernorm,19,0,2,26522
gate,19,0,2,45174
expert.w1,19,0,2,42370
expert.w3,19,0,2,41496
act_fn,19,0,2,4524
expert.w2,19,0,2,44995
final_layernorm,19,0,2,27262
lm_head,19,0,2,47964
embedding,20,0,2,3555
input_layernorm,20,0,2,27090
q_proj,20,0,2,11071
k_proj,20,0,2,7641
v_proj,20,0,2,7359
rope,20,0,2,31810
o_proj,20,0,2,8593
post_layernorm,20,0,2,26233
gate,20,0,2,45153
expert.w1,20,0,2,42333
expert.w3,20,0,2,41471
act_fn,20,0,2,4558
expert.w2,20,0,2,44896
final_layernorm,20,0,2,26889
lm_head,20,0,2,47953
embedding,21,0,2,3621
input_layernorm,21,0,2,27074
q_proj,21,0,2,11233
k_proj,21,0,2,7643
v_proj,21,0,2,7424
rope,21,0,2,32329
o_proj,21,0,2,8582
post_layernorm,21,0,2,26327
gate,21,0,2,45056
expert.w1,21,0,2,42349
expert.w3,21,0,2,41583
act_fn,21,0,2,4586
expert.w2,21,0,2,45002
final_layernorm,21,0,2,27328
lm_head,21,0,2,48128
embedding,22,0,2,3632
input_layernorm,22,0,2,27150
q_proj,22,0,2,11058
k_proj,22,0,2,7660
v_proj,22,0,2,7420
rope,22,0,2,32562
o_proj,22,0,2,8616
post_layernorm,22,0,2,26611
gate,22,0,2,45063
expert.w1,22,0,2,42498
expert.w3,22,0,2,41492
act_fn,22,0,2,4540
expert.w2,22,0,2,45328
final_layernorm,22,0,2,26961
lm_head,22,0,2,48218
embedding,23,0,2,3677
input_layernorm,23,0,2,27114
q_proj,23,0,2,11139
k_proj,23,0,2,7643
v_proj,23,0,2,7416
rope,23,0,2,32679
o_proj,23,0,2,8575
post_layernorm,23,0,2,26970
gate,23,0,2,45760
expert.w1,23,0,2,42478
expert.w3,23,0,2,41601
act_fn,23,0,2,4608
expert.w2,23,0,2,45058
final_layernorm,23,0,2,27588
lm_head,23,0,2,48024
embedding,24,0,2,3646
input_layernorm,24,0,2,27035
q_proj,24,0,2,11067
k_proj,24,0,2,7616
v_proj,24,0,2,7430
rope,24,0,2,32398
o_proj,24,0,2,8564
post_layernorm,24,0,2,27040
gate,24,0,2,45366
expert.w1,24,0,2,42514
expert.w3,24,0,2,41571
act_fn,24,0,2,4671
expert.w2,24,0,2,44957
final_layernorm,24,0,2,26680
lm_head,24,0,2,48458
embedding,25,0,2,3718
input_layernorm,25,0,2,28095
q_proj,25,0,2,11094
k_proj,25,0,2,7477
v_proj,25,0,2,7458
rope,25,0,2,32451
o_proj,25,0,2,8883
post_layernorm,25,0,2,27144
gate,25,0,2,45896
expert.w1,25,0,2,42609
expert.w3,25,0,2,41657
act_fn,25,0,2,4651
expert.w2,25,0,2,45490
final_layernorm,25,0,2,27432
lm_head,25,0,2,48522
embedding,26,0,2,3718
input_layernorm,26,0,2,27884
q_proj,26,0,2,11123
k_proj,26,0,2,7463
v_proj,26,0,2,7436
rope,26,0,2,32790
o_proj,26,0,2,8884
post_layernorm,26,0,2,27085
gate,26,0,2,45468
expert.w1,26,0,2,42583
expert.w3,26,0,2,41700
act_fn,26,0,2,4628
expert.w2,26,0,2,45523
final_layernorm,26,0,2,27669
lm_head,26,0,2,48526
embedding,27,0,2,3799
input_layernorm,27,0,2,27774
q_proj,27,0,2,11114
k_proj,27,0,2,7511
v_proj,27,0,2,7467
rope,27,0,2,32536
o_proj,27,0,2,8922
post_layernorm,27,0,2,27212
gate,27,0,2,45790
expert.w1,27,0,2,42865
expert.w3,27,0,2,41679
act_fn,27,0,2,4669
expert.w2,27,0,2,45476
final_layernorm,27,0,2,27547
lm_head,27,0,2,48390
embedding,28,0,2,3870
input_layernorm,28,0,2,27586
q_proj,28,0,2,11160
k_proj,28,0,2,7478
v_proj,28,0,2,7460
rope,28,0,2,32570
o_proj,28,0,2,8958
post_layernorm,28,0,2,27041
gate,28,0,2,46234
expert.w1,28,0,2,42811
expert.w3,28,0,2,41651
act_fn,28,0,2,4687
expert.w2,28,0,2,45270
final_layernorm,28,0,2,27577
lm_head,28,0,2,48788
embedding,29,0,2,3816
input_layernorm,29,0,2,27274
q_proj,29,0,2,11118
k_proj,29,0,2,7509
v_proj,29,0,2,7418
rope,29,0,2,33016
o_proj,29,0,2,8860
post_layernorm,29,0,2,26879
gate,29,0,2,46244
expert.w1,29,0,2,42790
expert.w3,29,0,2,41789
act_fn,29,0,2,4692
expert.w2,29,0,2,45483
final_layernorm,29,0,2,27616
lm_head,29,0,2,48307
embedding,30,0,2,3826
input_layernorm,30,0,2,27879
q_proj,30,0,2,11243
k_proj,30,0,2,7504
v_proj,30,0,2,7561
rope,30,0,2,33267
o_proj,30,0,2,9010
post_layernorm,30,0,2,27062
gate,30,0,2,46213
expert.w1,30,0,2,42900
expert.w3,30,0,2,41872
act_fn,30,0,2,4777
expert.w2,30,0,2,45517
final_layernorm,30,0,2,27586
lm_head,30,0,2,48934
embedding,31,0,2,3810
input_layernorm,31,0,2,27617
q_proj,31,0,2,11223
k_proj,31,0,2,7507
v_proj,31,0,2,7529
rope,31,0,2,33116
o_proj,31,0,2,9027
post_layernorm,31,0,2,27040
gate,31,0,2,47390
expert.w1,31,0,2,42897
expert.w3,31,0,2,41939
act_fn,31,0,2,4807
expert.w2,31,0,2,45348
final_layernorm,31,0,2,27511
lm_head,31,0,2,48709
embedding,32,0,2,3855
input_layernorm,32,0,2,27294
q_proj,32,0,2,11231
k_proj,32,0,2,7458
v_proj,32,0,2,7575
rope,32,0,2,32934
o_proj,32,0,2,9073
post_layernorm,32,0,2,26883
gate,32,0,2,46104
expert.w1,32,0,2,42866
expert.w3,32,0,2,41919
act_fn,32,0,2,4859
expert.w2,32,0,2,45358
final_layernorm,32,0,2,27153
lm_head,32,0,2,48693
embedding,33,0,2,3851
input_layernorm,33,0,2,27361
q_proj,33,0,2,11386
k_proj,33,0,2,8536
v_proj,33,0,2,8206
rope,33,0,2,33064
o_proj,33,0,2,8717
post_layernorm,33,0,2,27181
gate,33,0,2,46924
expert.w1,33,0,2,43076
expert.w3,33,0,2,41921
act_fn,33,0,2,4846
expert.w2,33,0,2,45732
final_layernorm,33,0,2,27490
lm_head,33,0,2,49012
embedding,34,0,2,4203
input_layernorm,34,0,2,27406
q_proj,34,0,2,11449
k_proj,34,0,2,8498
v_proj,34,0,2,8214
rope,34,0,2,33145
o_proj,34,0,2,8661
post_layernorm,34,0,2,27202
gate,34,0,2,46719
expert.w1,34,0,2,42988
expert.w3,34,0,2,42078
act_fn,34,0,2,4871
expert.w2,34,0,2,45624
final_layernorm,34,0,2,27493
lm_head,34,0,2,49878
embedding,35,0,2,4207
input_layernorm,35,0,2,27334
q_proj,35,0,2,11413
k_proj,35,0,2,8499
v_proj,35,0,2,8246
rope,35,0,2,33157
o_proj,35,0,2,8791
post_layernorm,35,0,2,26887
gate,35,0,2,46618
expert.w1,35,0,2,43252
expert.w3,35,0,2,41956
act_fn,35,0,2,4861
expert.w2,35,0,2,45800
final_layernorm,35,0,2,27510
lm_head,35,0,2,48887
embedding,36,0,2,4384
input_layernorm,36,0,2,27487
q_proj,36,0,2,11483
k_proj,36,0,2,8539
v_proj,36,0,2,8226
rope,36,0,2,33095
o_proj,36,0,2,8789
post_layernorm,36,0,2,26908
gate,36,0,2,47412
expert.w1,36,0,2,43219
expert.w3,36,0,2,42072
act_fn,36,0,2,4909
expert.w2,36,0,2,46063
final_layernorm,36,0,2,27751
lm_head,36,0,2,48932
embedding,37,0,2,4343
input_layernorm,37,0,2,27568
q_proj,37,0,2,11420
k_proj,37,0,2,8444
v_proj,37,0,2,8161
rope,37,0,2,33132
o_proj,37,0,2,8794
post_layernorm,37,0,2,26939
gate,37,0,2,46815
expert.w1,37,0,2,43298
expert.w3,37,0,2,42264
act_fn,37,0,2,4845
expert.w2,37,0,2,46055
final_layernorm,37,0,2,27598
lm_head,37,0,2,49125
