time_stats.attn_prefill.min,time_stats.attn_prefill.max,time_stats.attn_prefill.mean,time_stats.attn_prefill.median,time_stats.attn_prefill.std,time_stats.attn_decode.min,time_stats.attn_decode.max,time_stats.attn_decode.mean,time_stats.attn_decode.median,time_stats.attn_decode.std,n_embd,n_q_head,n_kv_head,num_tensor_parallel_workers,max_model_len,batch_size,prefill_chunk_size,kv_cache_size,is_prefill,attention_backend
0.00496,0.005376000000000001,0.00512954,0.0051199999999999996,0.00014794150330451573,,,,,,4096,32,8,4,32768,1,32,32,True,FLASH_ATTENTION
0.004992,0.005345,0.00516414,0.005152,0.00014619234042862869,,,,,,4096,32,8,4,32768,1,32,64,True,FLASH_ATTENTION
0.006816,0.007296,0.007067359999999999,0.0070869999999999995,0.00015451572864922216,,,,,,4096,32,8,4,32768,1,32,96,True,FLASH_ATTENTION
0.006848,0.007296,0.00706608,0.0070550000000000005,0.00013855393751171434,,,,,,4096,32,8,4,32768,1,32,128,True,FLASH_ATTENTION
0.008544000000000001,0.008960000000000001,0.00873984,0.008672000000000001,0.00013757970199124574,,,,,,4096,32,8,4,32768,1,32,160,True,FLASH_ATTENTION
0.008575,0.008992000000000002,0.008772279999999999,0.008736,0.00014323729123381254,,,,,,4096,32,8,4,32768,1,32,192,True,FLASH_ATTENTION
0.010239000000000002,0.01072,0.0104811,0.010528000000000001,0.00015663566005223725,,,,,,4096,32,8,4,32768,1,32,224,True,FLASH_ATTENTION
0.010272,0.010752000000000001,0.010502920000000002,0.010512,0.00015102765839408364,,,,,,4096,32,8,4,32768,1,32,256,True,FLASH_ATTENTION
0.011936,0.012416,0.012188720000000002,0.012128,0.00014590216448017484,,,,,,4096,32,8,4,32768,1,32,288,True,FLASH_ATTENTION
0.011936,0.012416,0.012194679999999998,0.012192000000000001,0.00015241003116593077,,,,,,4096,32,8,4,32768,1,32,320,True,FLASH_ATTENTION
0.013663,0.01408,0.013892920000000001,0.0139675,0.00015001344473079736,,,,,,4096,32,8,4,32768,1,32,352,True,FLASH_ATTENTION
0.013727000000000001,0.014175000000000002,0.013923580000000001,0.013919500000000001,0.00014157642317843755,,,,,,4096,32,8,4,32768,1,32,384,True,FLASH_ATTENTION
0.015359000000000001,0.015904,0.015610060000000002,0.015567500000000001,0.00016392271471641782,,,,,,4096,32,8,4,32768,1,32,416,True,FLASH_ATTENTION
0.015424,0.01584,0.0156504,0.015648500000000003,0.000146059303024491,,,,,,4096,32,8,4,32768,1,32,448,True,FLASH_ATTENTION
0.017151,0.017567,0.01733856,0.0173595,0.0001426116629171683,,,,,,4096,32,8,4,32768,1,32,480,True,FLASH_ATTENTION
0.017183,0.017568,0.01735712,0.017344000000000002,0.00013899189041091558,,,,,,4096,32,8,4,32768,1,32,512,True,FLASH_ATTENTION
0.018816,0.019296,0.019041660000000002,0.018976,0.00014849452649845396,,,,,,4096,32,8,4,32768,1,32,544,True,FLASH_ATTENTION
0.018879000000000003,0.019296,0.01907722,0.019056,0.0001492343512734249,,,,,,4096,32,8,4,32768,1,32,576,True,FLASH_ATTENTION
0.020544,0.020992,0.020766500000000004,0.0208155,0.00015249357363508834,,,,,,4096,32,8,4,32768,1,32,608,True,FLASH_ATTENTION
0.020576,0.021024,0.020789060000000005,0.020768000000000002,0.0001502746033100738,,,,,,4096,32,8,4,32768,1,32,640,True,FLASH_ATTENTION
0.022272,0.02272,0.02249284,0.022416,0.00014460903982808264,,,,,,4096,32,8,4,32768,1,32,672,True,FLASH_ATTENTION
0.022303,0.022784,0.02253362,0.0225115,0.00014617221213349696,,,,,,4096,32,8,4,32768,1,32,704,True,FLASH_ATTENTION
0.024,0.024448,0.024242080000000003,0.0242565,0.00014986204856467155,,,,,,4096,32,8,4,32768,1,32,736,True,FLASH_ATTENTION
0.023999,0.024512000000000003,0.024252000000000003,0.02424,0.00014532996938002854,,,,,,4096,32,8,4,32768,1,32,768,True,FLASH_ATTENTION
0.025727,0.026207,0.025944020000000005,0.025872,0.0001604812126075813,,,,,,4096,32,8,4,32768,1,32,800,True,FLASH_ATTENTION
0.025727,0.026175999999999998,0.025957340000000002,0.025983,0.00014679531463912519,,,,,,4096,32,8,4,32768,1,32,832,True,FLASH_ATTENTION
0.027424,0.027934999999999998,0.027664880000000003,0.0277115,0.00015551599789089226,,,,,,4096,32,8,4,32768,1,32,864,True,FLASH_ATTENTION
0.027486,0.027902000000000003,0.027691579999999997,0.027694999999999997,0.00013815051067585682,,,,,,4096,32,8,4,32768,1,32,896,True,FLASH_ATTENTION
0.029183,0.0296,0.029383019999999996,0.029311,0.00014925099530656362,,,,,,4096,32,8,4,32768,1,32,928,True,FLASH_ATTENTION
0.029119,0.029631,0.029398420000000005,0.029375,0.0001533654576493681,,,,,,4096,32,8,4,32768,1,32,960,True,FLASH_ATTENTION
0.030878,0.031326,0.031097319999999998,0.031119,0.00015006444482288262,,,,,,4096,32,8,4,32768,1,32,992,True,FLASH_ATTENTION
0.030912,0.031359000000000005,0.0311248,0.031072,0.0001521020709918183,,,,,,4096,32,8,4,32768,1,32,1024,True,FLASH_ATTENTION
0.03257500000000001,0.033055,0.0328006,0.0327355,0.00015432018662508106,,,,,,4096,32,8,4,32768,1,32,1056,True,FLASH_ATTENTION
0.032639,0.033088,0.0328588,0.032863,0.00015351012995890552,,,,,,4096,32,8,4,32768,1,32,1088,True,FLASH_ATTENTION
0.034304,0.034784,0.03455282,0.034592,0.00014111267696419047,,,,,,4096,32,8,4,32768,1,32,1120,True,FLASH_ATTENTION
0.034335000000000004,0.03481600000000001,0.03456814,0.0345755,0.00015145111554557897,,,,,,4096,32,8,4,32768,1,32,1152,True,FLASH_ATTENTION
0.036031,0.036511,0.03626068,0.036223,0.00014429683849620503,,,,,,4096,32,8,4,32768,1,32,1184,True,FLASH_ATTENTION
0.035999,0.036512,0.03627364,0.036254999999999996,0.00015149650292993537,,,,,,4096,32,8,4,32768,1,32,1216,True,FLASH_ATTENTION
0.037695,0.038207000000000005,0.0379626,0.037998500000000004,0.0001621771870516939,,,,,,4096,32,8,4,32768,1,32,1248,True,FLASH_ATTENTION
0.037759,0.038207000000000005,0.037993240000000005,0.037999,0.00015824304850450816,,,,,,4096,32,8,4,32768,1,32,1280,True,FLASH_ATTENTION
0.039455,0.039934,0.039673520000000004,0.039678500000000005,0.00014878202041913535,,,,,,4096,32,8,4,32768,1,32,1312,True,FLASH_ATTENTION
0.039455,0.039967,0.03971768,0.039727,0.00015100482641293276,,,,,,4096,32,8,4,32768,1,32,1344,True,FLASH_ATTENTION
